"SPEC#: 1, SIZE: 18429, TIME: 0.000000"	
1999.7	486
2000.13	508
2000.55	540
2000.97	526
2001.4	503
2001.82	492
2002.24	463
2002.67	456
2003.09	428
2003.51	422
2003.94	441
2004.36	431
2004.78	443
2005.21	449
2005.63	440
2006.05	440
2006.48	410
2006.9	387
2007.33	396
2007.75	411
2008.17	489
2008.6	542
2009.02	560
2009.45	616
2009.87	658
2010.3	602
2010.72	563
2011.14	559
2011.57	496
2011.99	452
2012.42	473
2012.84	465
2013.27	413
2013.69	377
2014.12	388
2014.54	401
2014.96	426
2015.39	420
2015.81	422
2016.24	435
2016.66	492
2017.09	436
2017.51	415
2017.94	386
2018.36	418
2018.79	449
2019.21	443
2019.64	460
2020.06	503
2020.49	501
2020.92	451
2021.34	453
2021.77	481
2022.19	465
2022.62	488
2023.04	476
2023.47	459
2023.89	500
2024.32	497
2024.75	444
2025.17	422
2025.6	427
2026.02	437
2026.45	420
2026.88	424
2027.3	421
2027.73	446
2028.15	401
2028.58	376
2029.01	374
2029.43	369
2029.86	362
2030.28	375
2030.71	396
2031.14	424
2031.56	430
2031.99	398
2032.42	405
2032.84	409
2033.27	413
2033.7	416
2034.12	428
2034.55	462
2034.98	500
2035.4	479
2035.83	465
2036.26	471
2036.69	465
2037.11	439
2037.54	434
2037.97	441
2038.39	490
2038.82	445
2039.25	418
2039.68	390
2040.1	403
2040.53	390
2040.96	408
2041.39	453
2041.81	465
2042.24	468
2042.67	435
2043.1	428
2043.52	458
2043.95	459
2044.38	441
2044.81	386
2045.23	396
2045.66	445
2046.09	477
2046.52	495
2046.95	484
2047.38	445
2047.8	415
2048.23	433
2048.66	422
2049.09	406
2049.52	431
2049.94	438
2050.37	459
2050.8	393
2051.23	405
2051.66	423
2052.09	445
2052.52	425
2052.94	427
2053.37	413
2053.8	429
2054.23	474
2054.66	459
2055.09	436
2055.52	439
2055.95	442
2056.38	448
2056.81	501
2057.23	580
2057.66	561
2058.09	548
2058.52	532
2058.95	524
2059.38	489
2059.81	475
2060.24	496
2060.67	467
2061.1	432
2061.53	457
2061.96	466
2062.39	468
2062.82	447
2063.25	467
2063.68	499
2064.11	468
2064.54	436
2064.97	438
2065.4	489
2065.83	482
2066.26	478
2066.69	447
2067.12	441
2067.55	446
2067.98	446
2068.41	471
2068.84	484
2069.27	513
2069.7	484
2070.13	507
2070.56	503
2070.99	456
2071.42	459
2071.85	490
2072.28	535
2072.71	532
2073.15	522
2073.58	510
2074.01	543
2074.44	540
2074.87	494
2075.3	507
2075.73	488
2076.16	472
2076.59	505
2077.02	514
2077.46	494
2077.89	440
2078.32	432
2078.75	443
2079.18	466
2079.61	465
2080.04	439
2080.48	411
2080.91	414
2081.34	486
2081.77	540
2082.2	506
2082.64	447
2083.07	424
2083.5	454
2083.93	455
2084.36	463
2084.79	457
2085.23	421
2085.66	462
2086.09	441
2086.52	418
2086.96	401
2087.39	421
2087.82	489
2088.25	519
2088.69	543
2089.12	502
2089.55	489
2089.98	509
2090.42	506
2090.85	480
2091.28	491
2091.71	483
2092.15	458
2092.58	470
2093.01	413
2093.45	413
2093.88	502
2094.31	543
2094.74	483
2095.18	452
2095.61	478
2096.04	462
2096.48	424
2096.91	443
2097.34	461
2097.78	443
2098.21	443
2098.64	467
2099.08	440
2099.51	428
2099.94	420
2100.38	427
2100.81	468
2101.25	464
2101.68	464
2102.11	497
2102.55	514
2102.98	497
2103.42	518
2103.85	556
2104.28	535
2104.72	553
2105.15	572
2105.59	598
2106.02	549
2106.45	502
2106.89	463
2107.32	444
2107.76	447
2108.19	438
2108.63	459
2109.06	465
2109.5	440
2109.93	470
2110.36	515
2110.8	502
2111.23	449
2111.67	464
2112.1	475
2112.54	503
2112.97	488
2113.41	454
2113.84	465
2114.28	470
2114.71	431
2115.15	399
2115.58	451
2116.02	470
2116.46	458
2116.89	443
2117.33	482
2117.76	486
2118.2	454
2118.63	457
2119.07	427
2119.5	442
2119.94	481
2120.38	458
2120.81	423
2121.25	427
2121.68	443
2122.12	503
2122.55	467
2122.99	417
2123.43	454
2123.86	471
2124.3	475
2124.73	475
2125.17	466
2125.61	414
2126.04	399
2126.48	421
2126.92	436
2127.35	418
2127.79	442
2128.23	472
2128.66	470
2129.1	483
2129.54	545
2129.97	543
2130.41	504
2130.85	487
2131.28	484
2131.72	505
2132.16	543
2132.59	503
2133.03	483
2133.47	499
2133.9	509
2134.34	480
2134.78	501
2135.22	516
2135.65	495
2136.09	437
2136.53	488
2136.97	509
2137.4	479
2137.84	438
2138.28	442
2138.72	458
2139.15	489
2139.59	477
2140.03	449
2140.47	462
2140.9	521
2141.34	457
2141.78	397
2142.22	459
2142.66	447
2143.09	459
2143.53	481
2143.97	475
2144.41	437
2144.85	458
2145.29	489
2145.72	450
2146.16	455
2146.6	409
2147.04	423
2147.48	444
2147.92	445
2148.36	519
2148.79	457
2149.23	403
2149.67	431
2150.11	484
2150.55	520
2150.99	495
2151.43	479
2151.87	443
2152.3	439
2152.74	446
2153.18	452
2153.62	428
2154.06	446
2154.5	459
2154.94	461
2155.38	432
2155.82	415
2156.26	407
2156.7	430
2157.14	469
2157.58	506
2158.02	488
2158.46	428
2158.89	363
2159.33	375
2159.77	436
2160.21	471
2160.65	502
2161.09	493
2161.53	520
2161.97	567
2162.41	548
2162.85	475
2163.29	469
2163.73	456
2164.17	471
2164.61	487
2165.06	467
2165.5	403
2165.94	366
2166.38	396
2166.82	458
2167.26	484
2167.7	468
2168.14	451
2168.58	394
2169.02	436
2169.46	470
2169.9	453
2170.34	419
2170.78	439
2171.22	467
2171.67	446
2172.11	412
2172.55	409
2172.99	425
2173.43	420
2173.87	460
2174.31	476
2174.75	443
2175.19	464
2175.64	468
2176.08	474
2176.52	496
2176.96	478
2177.4	422
2177.84	449
2178.29	466
2178.73	447
2179.17	481
2179.61	471
2180.05	459
2180.49	482
2180.94	484
2181.38	516
2181.82	461
2182.26	458
2182.7	481
2183.15	515
2183.59	493
2184.03	514
2184.47	532
2184.92	575
2185.36	589
2185.8	548
2186.24	529
2186.69	568
2187.13	598
2187.57	617
2188.01	615
2188.46	658
2188.9	619
2189.34	553
2189.78	513
2190.23	499
2190.67	478
2191.11	519
2191.56	480
2192	456
2192.44	457
2192.89	420
2193.33	411
2193.77	433
2194.21	422
2194.66	406
2195.1	455
2195.54	470
2195.99	440
2196.43	406
2196.88	438
2197.32	466
2197.76	481
2198.21	479
2198.65	433
2199.09	497
2199.54	499
2199.98	492
2200.43	514
2200.87	562
2201.31	499
2201.76	447
2202.2	432
2202.65	454
2203.09	474
2203.53	512
2203.98	524
2204.42	536
2204.87	545
2205.31	536
2205.76	518
2206.2	515
2206.64	541
2207.09	516
2207.53	533
2207.98	506
2208.42	476
2208.87	448
2209.31	424
2209.76	426
2210.2	476
2210.65	505
2211.09	501
2211.54	506
2211.98	474
2212.43	446
2212.87	454
2213.32	449
2213.76	450
2214.21	448
2214.65	481
2215.1	527
2215.54	506
2215.99	500
2216.44	498
2216.88	480
2217.33	467
2217.77	489
2218.22	467
2218.66	469
2219.11	474
2219.56	477
2220	503
2220.45	470
2220.89	460
2221.34	458
2221.79	493
2222.23	496
2222.68	499
2223.12	456
2223.57	470
2224.02	533
2224.46	546
2224.91	479
2225.36	462
2225.8	473
2226.25	489
2226.69	513
2227.14	521
2227.59	522
2228.03	540
2228.48	554
2228.93	532
2229.38	517
2229.82	474
2230.27	482
2230.72	503
2231.16	493
2231.61	483
2232.06	452
2232.5	429
2232.95	451
2233.4	460
2233.85	441
2234.29	470
2234.74	436
2235.19	423
2235.64	449
2236.08	477
2236.53	487
2236.98	478
2237.43	484
2237.87	469
2238.32	490
2238.77	463
2239.22	443
2239.66	450
2240.11	481
2240.56	464
2241.01	452
2241.46	458
2241.9	438
2242.35	400
2242.8	422
2243.25	441
2243.7	488
2244.15	469
2244.59	499
2245.04	502
2245.49	489
2245.94	447
2246.39	458
2246.84	469
2247.28	453
2247.73	450
2248.18	469
2248.63	477
2249.08	447
2249.53	442
2249.98	456
2250.43	546
2250.88	555
2251.32	505
2251.77	469
2252.22	443
2252.67	466
2253.12	477
2253.57	483
2254.02	471
2254.47	456
2254.92	460
2255.37	486
2255.82	514
2256.27	503
2256.72	485
2257.17	532
2257.62	511
2258.06	485
2258.51	540
2258.96	549
2259.41	557
2259.86	573
2260.31	545
2260.76	525
2261.21	567
2261.66	573
2262.11	540
2262.56	493
2263.01	484
2263.46	459
2263.92	479
2264.37	488
2264.82	480
2265.27	517
