node;isolate_number;strain;reference;node_color;OIU;OIU_color;OIU_node_line_color;node_line_color;node_line_width;node_size
S0743_I7_LINEAR_1;;LMG 11434;Yes;#00ff00;24;#a9079b;#e21111;#e21111;3;15
S0742_H10_LINEAR_1;;LMG 11437;Yes; #ff00ff;27;#11b415;#e21111;#e21111;3;15
S0743_E1_LINEAR_1;;LMG 11438;Yes; #0080ff;11;#86cf01;#e21111;#e21111;3;15
S0742_N2_LINEAR_1;;LMG 11438;Yes; #0080ff;31;#ff56fc;#e21111;#e21111;3;15
S0743_P9_LINEAR_1;;LMG 11495;Yes; #ff8000;9;#ffff00;#e21111;#e21111;3;15
S0743_F4_LINEAR_1;;LMG 11495;Yes; #ff8000;19;#096887;#e21111;#e21111;3;15
S0742_D2_LINEAR_1;;LMG 11969;Yes; #80bf80;4;#390ca8;#e21111;#e21111;3;15
S0742_M6_LINEAR_1;;LMG 11969;Yes; #80bf80;33;#8e4d0e;#e21111;#e21111;3;15
S0743_O13_LINEAR_1;;LMG 11969;Yes; #80bf80;10;#00ffff;#e21111;#e21111;3;15
S0742_D3_LINEAR_1;;LMG 11988;Yes; #4501bc;16;#905484;#e21111;#e21111;3;15
S0743_I22_LINEAR_1;;LMG 11988;Yes; #4501bc;7;#b481e9;#e21111;#e21111;3;15
S0743_E10_LINEAR_1;;LMG 11993;Yes; #d80129;8;#a60a28;#e21111;#e21111;3;15
S0742_N11_LINEAR_1;;LMG 11998;Yes; #fc82c8;14;#14cd6a;#e21111;#e21111;3;15
S0743_K9_LINEAR_1;;LMG 12023;Yes; #e3ff05;21;#0000ff;#e21111;#e21111;3;15
S0743_O21_LINEAR_1;;LMG 12023;Yes; #e3ff05;26;#bbcfcb;#e21111;#e21111;3;15
S0743_A3_LINEAR_1;;LMG 16322;Yes; #0d7a2f;18;#5455f8;#e21111;#e21111;3;15
S0742_J3_LINEAR_1;;LMG 18022;Yes; #00ffff;17;#8000ff;#e21111;#e21111;3;15
S0743_E18_LINEAR_1;;LMG 18022;Yes; #00ffff;23;#ad8e35;#e21111;#e21111;3;15
S0743_M18_LINEAR_1;;LMG 6906T;Yes; #00ff80;12;#fe4a81;#e21111;#e21111;3;15
S0743_I3_LINEAR_1;;LMG 7761;Yes; #8955f3;15;#80ffff;#e21111;#e21111;3;15
S0742_J5_LINEAR_1;;R-33878;Yes; #88486d;13;#eebc7c;#e21111;#e21111;3;15
S0742_D22_LINEAR_1;;R-34116;Yes; #80ddfb;32;#fea7dc;#e21111;#e21111;3;15
S0742_M23_LINEAR_1;;R-42469;Yes; #77c506;2;#0191e9;#e21111;#e21111;3;15
S0743_N1_LINEAR_1;;R-42874;Yes; #fae380;0;#f000ee;#e21111;#e21111;3;15
S0742_O3_LINEAR_1;;R-42874;Yes; #fae380;3;#ff8000;#e21111;#e21111;3;15
S0742_P3_LINEAR_1;;R-42874;Yes; #fae380;1;#00ff00;#e21111;#e21111;3;15
S0742_O5_LINEAR_1;;R-46486;Yes; #16569b;34;#0640ce;#e21111;#e21111;3;15
S0742_P7_LINEAR_1;;R-47272;Yes; #6b151f;25;#502543;#e21111;#e21111;3;15
S0742_I21_LINEAR_1;;R-47313;Yes; #f64572;30;#35e9b6;#e21111;#e21111;3;15
S0742_L2_LINEAR_1;;R-47325;Yes; #916e0a;5;#4c7c38;#e21111;#e21111;3;15
S0743_M10_LINEAR_1;;R-47325;Yes; #916e0a;6;#80ff80;#e21111;#e21111;3;15
S0742_P18_LINEAR_1;;R-47349;Yes; #0e025e;28;#ff0080;#e21111;#e21111;3;15
S0743_N14_LINEAR_1;;R-49154;Yes; #15ae8c;20;#6dada4;#e21111;#e21111;3;15
S0742_L10_LINEAR_1;;R-49154;Yes; #15ae8c;22;#ff0000;#e21111;#e21111;3;15
S0742_P22_LINEAR_1;;R-53271;Yes; #b701a5;29;#024d1e;#e21111;#e21111;3;15
S0742_N23_LINEAR_1;;R-42469;No; #77c506;2;#0191e9;#000000;#000000;1;10
S0742_J9_LINEAR_1;;R-42469;No; #77c506;2;#0191e9;#000000;#000000;1;10
S0742_D24_LINEAR_1;;R-42469;No; #77c506;2;#0191e9;#000000;#000000;1;10
S0742_I9_LINEAR_1;;R-42469;No; #77c506;2;#0191e9;#000000;#000000;1;10
S0742_D23_LINEAR_1;;R-42469;No; #77c506;2;#0191e9;#000000;#000000;1;10
S0742_N24_LINEAR_1;;R-42469;No; #77c506;2;#0191e9;#000000;#000000;1;10
S0742_I10_LINEAR_1;;R-42469;No; #77c506;2;#0191e9;#000000;#000000;1;10
S0742_M24_LINEAR_1;;R-42469;No; #77c506;2;#0191e9;#000000;#000000;1;10
S0742_J10_LINEAR_1;;R-42469;No; #77c506;2;#0191e9;#000000;#000000;1;10
S0742_C23_LINEAR_1;;R-42469;No; #77c506;2;#0191e9;#000000;#000000;1;10
S0743_G8_LINEAR_1;;R-42469;No; #77c506;2;#0191e9;#000000;#000000;1;10
S0743_G7_LINEAR_1;;R-42469;No; #77c506;2;#0191e9;#000000;#000000;1;10
S0743_H8_LINEAR_1;;R-42469;No; #77c506;2;#0191e9;#000000;#000000;1;10
S0743_A11_LINEAR_1;;R-42469;No; #77c506;2;#0191e9;#000000;#000000;1;10
S0743_H7_LINEAR_1;;R-42469;No; #77c506;2;#0191e9;#000000;#000000;1;10
S0742_C24_LINEAR_1;;R-42469;No; #77c506;2;#0191e9;#000000;#000000;1;10
S0743_A12_LINEAR_1;;R-42469;No; #77c506;2;#0191e9;#000000;#000000;1;10
S0743_B11_LINEAR_1;;R-42469;No; #77c506;2;#0191e9;#000000;#000000;1;10
S0743_L23_LINEAR_1;;R-42469;No; #77c506;2;#0191e9;#000000;#000000;1;10
S0742_F2_LINEAR_1;;R-42874;No; #fae380;0;#f000ee;#000000;#000000;1;10
S0743_B12_LINEAR_1;;R-42469;No; #77c506;2;#0191e9;#000000;#000000;1;10
S0742_F10_LINEAR_1;;R-47325;No; #916e0a;5;#4c7c38;#000000;#000000;1;10
S0742_L1_LINEAR_1;;R-47325;No; #916e0a;5;#4c7c38;#000000;#000000;1;10
S0742_F9_LINEAR_1;;R-47325;No; #916e0a;5;#4c7c38;#000000;#000000;1;10
S0742_K1_LINEAR_1;;R-47325;No; #916e0a;5;#4c7c38;#000000;#000000;1;10
S0743_F10_LINEAR_1;;LMG 11993;No; #d80129;8;#a60a28;#000000;#000000;1;10
S0742_K2_LINEAR_1;;R-47325;No; #916e0a;5;#4c7c38;#000000;#000000;1;10
S0743_E9_LINEAR_1;;LMG 11993;No; #d80129;8;#a60a28;#000000;#000000;1;10
S0742_P16_LINEAR_1;;R-47325;No; #916e0a;5;#4c7c38;#000000;#000000;1;10
S0743_L24_LINEAR_1;;R-42469;No; #77c506;2;#0191e9;#000000;#000000;1;10
S0743_K24_LINEAR_1;;R-42469;No; #77c506;2;#0191e9;#000000;#000000;1;10
S0743_K23_LINEAR_1;;R-42469;No; #77c506;2;#0191e9;#000000;#000000;1;10
S0742_E10_LINEAR_1;;R-47325;No; #916e0a;5;#4c7c38;#000000;#000000;1;10
S0742_E9_LINEAR_1;;R-47325;No; #916e0a;5;#4c7c38;#000000;#000000;1;10
S0743_N2_LINEAR_1;;R-42874;No; #fae380;0;#f000ee;#000000;#000000;1;10
S0743_P17_LINEAR_1;;LMG 11993;No; #d80129;8;#a60a28;#000000;#000000;1;10
S0742_P15_LINEAR_1;;R-47325;No; #916e0a;5;#4c7c38;#000000;#000000;1;10
S0743_N10_LINEAR_1;;R-47325;No; #916e0a;6;#80ff80;#000000;#000000;1;10
S0743_N9_LINEAR_1;;R-47325;No; #916e0a;5;#4c7c38;#000000;#000000;1;10
S0743_H17_LINEAR_1;;R-47325;No; #916e0a;5;#4c7c38;#000000;#000000;1;10
S0743_H9_LINEAR_1;;R-42874;No; #fae380;0;#f000ee;#000000;#000000;1;10
S0743_H18_LINEAR_1;;R-47325;No; #916e0a;5;#4c7c38;#000000;#000000;1;10
S0742_D1_LINEAR_1;;LMG 11969;No; #80bf80;4;#390ca8;#000000;#000000;1;10
S0742_H21_LINEAR_1;;LMG 11998;No; #fc82c8;14;#14cd6a;#000000;#000000;1;10
S0743_D4_LINEAR_1;;R-47325;No; #916e0a;6;#80ff80;#000000;#000000;1;10
S0743_L2_LINEAR_1;;LMG 11993;No; #d80129;8;#a60a28;#000000;#000000;1;10
S0743_M9_LINEAR_1;;R-47325;No; #916e0a;6;#80ff80;#000000;#000000;1;10
S0743_F9_LINEAR_1;;LMG 11993;No; #d80129;8;#a60a28;#000000;#000000;1;10
S0742_M11_LINEAR_1;;LMG 11998;No; #fc82c8;14;#14cd6a;#000000;#000000;1;10
S0742_N5_LINEAR_1;;LMG 11969;No; #80bf80;4;#390ca8;#000000;#000000;1;10
S0743_G18_LINEAR_1;;R-47325;No; #916e0a;5;#4c7c38;#000000;#000000;1;10
S0742_O16_LINEAR_1;;R-47325;No; #916e0a;5;#4c7c38;#000000;#000000;1;10
S0742_G21_LINEAR_1;;LMG 11998;No; #fc82c8;14;#14cd6a;#000000;#000000;1;10
S0743_K2_LINEAR_1;;LMG 11993;No; #d80129;8;#a60a28;#000000;#000000;1;10
S0743_P18_LINEAR_1;;LMG 11993;No; #d80129;8;#a60a28;#000000;#000000;1;10
S0743_M2_LINEAR_1;;R-42874;No; #fae380;0;#f000ee;#000000;#000000;1;10
S0742_F1_LINEAR_1;;R-42874;No; #fae380;0;#f000ee;#000000;#000000;1;10
S0743_K1_LINEAR_1;;LMG 11993;No; #d80129;8;#a60a28;#000000;#000000;1;10
S0742_N12_LINEAR_1;;LMG 11998;No; #fc82c8;14;#14cd6a;#000000;#000000;1;10
S0742_C11_LINEAR_1;;LMG 11998;No; #fc82c8;14;#14cd6a;#000000;#000000;1;10
S0742_O15_LINEAR_1;;R-47325;No; #916e0a;5;#4c7c38;#000000;#000000;1;10
S0743_D3_LINEAR_1;;R-47325;No; #916e0a;6;#80ff80;#000000;#000000;1;10
S0743_L1_LINEAR_1;;LMG 11993;No; #d80129;8;#a60a28;#000000;#000000;1;10
S0742_G22_LINEAR_1;;LMG 11998;No; #fc82c8;14;#14cd6a;#000000;#000000;1;10
S0742_P5_LINEAR_1;;R-46486;No; #16569b;34;#0640ce;#000000;#000000;1;10
S0742_D11_LINEAR_1;;LMG 11998;No; #fc82c8;14;#14cd6a;#000000;#000000;1;10
S0742_N6_LINEAR_1;;LMG 11969;No; #80bf80;4;#390ca8;#000000;#000000;1;10
S0742_C3_LINEAR_1;;LMG 11988;No; #4501bc;16;#905484;#000000;#000000;1;10
S0742_C4_LINEAR_1;;LMG 11988;No; #4501bc;16;#905484;#000000;#000000;1;10
S0742_C1_LINEAR_1;;LMG 11969;No; #80bf80;4;#390ca8;#000000;#000000;1;10
S0743_O17_LINEAR_1;;LMG 11993;No; #d80129;8;#a60a28;#000000;#000000;1;10
S0742_M12_LINEAR_1;;LMG 11998;No; #fc82c8;14;#14cd6a;#000000;#000000;1;10
S0742_D6_LINEAR_1;;LMG 11993;No; #d80129;8;#a60a28;#000000;#000000;1;10
S0743_L13_LINEAR_1;;LMG 18022;No; #00ffff;17;#8000ff;#000000;#000000;1;10
S0742_M5_LINEAR_1;;LMG 11969;No; #80bf80;4;#390ca8;#000000;#000000;1;10
S0742_O6_LINEAR_1;;R-46486;No; #16569b;34;#0640ce;#000000;#000000;1;10
S0743_L14_LINEAR_1;;LMG 18022;No; #00ffff;17;#8000ff;#000000;#000000;1;10
S0742_H22_LINEAR_1;;LMG 11998;No; #fc82c8;14;#14cd6a;#000000;#000000;1;10
S0742_D5_LINEAR_1;;LMG 11993;No; #d80129;8;#a60a28;#000000;#000000;1;10
S0743_G17_LINEAR_1;;R-47325;No; #916e0a;5;#4c7c38;#000000;#000000;1;10
S0743_K13_LINEAR_1;;LMG 18022;No; #00ffff;17;#8000ff;#000000;#000000;1;10
S0742_E1_LINEAR_1;;R-42874;No; #fae380;0;#f000ee;#000000;#000000;1;10
S0742_E2_LINEAR_1;;R-42874;No; #fae380;0;#f000ee;#000000;#000000;1;10
S0742_M10_LINEAR_1;;LMG 11993;No; #d80129;8;#a60a28;#000000;#000000;1;10
S0742_D4_LINEAR_1;;LMG 11988;No; #4501bc;16;#905484;#000000;#000000;1;10
S0743_K14_LINEAR_1;;LMG 18022;No; #00ffff;17;#8000ff;#000000;#000000;1;10
S0742_C12_LINEAR_1;;LMG 11998;No; #fc82c8;14;#14cd6a;#000000;#000000;1;10
S0743_G10_LINEAR_1;;R-42874;No; #fae380;0;#f000ee;#000000;#000000;1;10
S0743_H10_LINEAR_1;;R-42874;No; #fae380;0;#f000ee;#000000;#000000;1;10
S0743_G9_LINEAR_1;;R-42874;No; #fae380;0;#f000ee;#000000;#000000;1;10
S0743_O18_LINEAR_1;;LMG 11993;No; #d80129;8;#a60a28;#000000;#000000;1;10
S0742_C2_LINEAR_1;;LMG 11969;No; #80bf80;4;#390ca8;#000000;#000000;1;10
S0742_P6_LINEAR_1;;R-46486;No; #16569b;34;#0640ce;#000000;#000000;1;10
S0743_G11_LINEAR_1;;R-46486;No; #16569b;34;#0640ce;#000000;#000000;1;10
S0743_A6_LINEAR_1;;LMG 18022;No; #00ffff;17;#8000ff;#000000;#000000;1;10
S0742_E3_LINEAR_1;;R-46486;No; #16569b;34;#0640ce;#000000;#000000;1;10
S0742_C5_LINEAR_1;;LMG 11993;No; #d80129;8;#a60a28;#000000;#000000;1;10
S0742_H20_LINEAR_1;;LMG 11993;No; #d80129;8;#a60a28;#000000;#000000;1;10
S0742_H19_LINEAR_1;;LMG 11993;No; #d80129;8;#a60a28;#000000;#000000;1;10
S0742_N10_LINEAR_1;;LMG 11993;No; #d80129;8;#a60a28;#000000;#000000;1;10
S0742_D12_LINEAR_1;;LMG 11998;No; #fc82c8;14;#14cd6a;#000000;#000000;1;10
S0743_A5_LINEAR_1;;LMG 18022;No; #00ffff;17;#8000ff;#000000;#000000;1;10
S0743_H12_LINEAR_1;;R-46486;No; #16569b;34;#0640ce;#000000;#000000;1;10
S0742_E4_LINEAR_1;;R-46486;No; #16569b;34;#0640ce;#000000;#000000;1;10
S0742_N9_LINEAR_1;;LMG 11993;No; #d80129;8;#a60a28;#000000;#000000;1;10
S0742_F3_LINEAR_1;;R-46486;No; #16569b;34;#0640ce;#000000;#000000;1;10
S0742_N17_LINEAR_1;;LMG 18022;No; #00ffff;17;#8000ff;#000000;#000000;1;10
S0742_H15_LINEAR_1;;LMG 11969;No; #80bf80;4;#390ca8;#000000;#000000;1;10
S0743_H11_LINEAR_1;;R-46486;No; #16569b;34;#0640ce;#000000;#000000;1;10
S0743_G12_LINEAR_1;;R-46486;No; #16569b;34;#0640ce;#000000;#000000;1;10
S0742_M9_LINEAR_1;;LMG 11993;No; #d80129;8;#a60a28;#000000;#000000;1;10
S0742_J4_LINEAR_1;;LMG 18022;No; #00ffff;17;#8000ff;#000000;#000000;1;10
S0742_G20_LINEAR_1;;LMG 11993;No; #d80129;8;#a60a28;#000000;#000000;1;10
S0742_H16_LINEAR_1;;LMG 11969;No; #80bf80;4;#390ca8;#000000;#000000;1;10
S0743_J21_LINEAR_1;;LMG 11988;No; #4501bc;16;#905484;#000000;#000000;1;10
S0743_I21_LINEAR_1;;LMG 11988;No; #4501bc;16;#905484;#000000;#000000;1;10
S0742_J8_LINEAR_1;;R-34116;No; #80ddfb;32;#fea7dc;#000000;#000000;1;10
S0742_M18_LINEAR_1;;LMG 18022;No; #00ffff;17;#8000ff;#000000;#000000;1;10
S0743_A17_LINEAR_1;;R-42874;No; #fae380;0;#f000ee;#000000;#000000;1;10
S0743_F18_LINEAR_1;;LMG 18022;No; #00ffff;23;#ad8e35;#000000;#000000;1;10
S0743_B6_LINEAR_1;;LMG 18022;No; #00ffff;17;#8000ff;#000000;#000000;1;10
S0742_C6_LINEAR_1;;LMG 11993;No; #d80129;8;#a60a28;#000000;#000000;1;10
S0742_M17_LINEAR_1;;LMG 18022;No; #00ffff;17;#8000ff;#000000;#000000;1;10
S0743_E17_LINEAR_1;;LMG 18022;No; #00ffff;17;#8000ff;#000000;#000000;1;10
S0742_F4_LINEAR_1;;R-46486;No; #16569b;34;#0640ce;#000000;#000000;1;10
S0742_J7_LINEAR_1;;R-34116;No; #80ddfb;32;#fea7dc;#000000;#000000;1;10
S0742_D21_LINEAR_1;;R-34116;No; #80ddfb;32;#fea7dc;#000000;#000000;1;10
S0743_B17_LINEAR_1;;R-42874;No; #fae380;0;#f000ee;#000000;#000000;1;10
S0742_I16_LINEAR_1;;R-42874;No; #fae380;0;#f000ee;#000000;#000000;1;10
S0742_N18_LINEAR_1;;LMG 18022;No; #00ffff;17;#8000ff;#000000;#000000;1;10
S0743_M1_LINEAR_1;;R-42874;No; #fae380;0;#f000ee;#000000;#000000;1;10
S0743_C3_LINEAR_1;;R-47325;No; #916e0a;5;#4c7c38;#000000;#000000;1;10
S0743_F17_LINEAR_1;;LMG 18022;No; #00ffff;17;#8000ff;#000000;#000000;1;10
S0743_J22_LINEAR_1;;LMG 11988;No; #4501bc;16;#905484;#000000;#000000;1;10
S0743_E8_LINEAR_1;;LMG 11988;No; #4501bc;16;#905484;#000000;#000000;1;10
S0742_L24_LINEAR_1;;LMG 11437;No; #ff00ff;27;#11b415;#000000;#000000;1;10
S0743_J10_LINEAR_1;;LMG 11437;No; #ff00ff;27;#11b415;#000000;#000000;1;10
S0743_H6_LINEAR_1;;R-34116;No; #80ddfb;32;#fea7dc;#000000;#000000;1;10
S0743_N3_LINEAR_1;;R-46486;No; #16569b;34;#0640ce;#000000;#000000;1;10
S0743_M3_LINEAR_1;;R-46486;No; #16569b;34;#0640ce;#000000;#000000;1;10
S0742_G19_LINEAR_1;;LMG 11993;No; #d80129;8;#a60a28;#000000;#000000;1;10
S0743_B9_LINEAR_1;;R-34116;No; #80ddfb;32;#fea7dc;#000000;#000000;1;10
S0742_N22_LINEAR_1;;R-34116;No; #80ddfb;32;#fea7dc;#000000;#000000;1;10
S0743_A18_LINEAR_1;;R-42874;No; #fae380;0;#f000ee;#000000;#000000;1;10
S0743_F2_LINEAR_1;;LMG 11438;No; #0080ff;11;#86cf01;#000000;#000000;1;10
S0743_L22_LINEAR_1;;R-34116;No; #80ddfb;32;#fea7dc;#000000;#000000;1;10
S0743_P15_LINEAR_1;;LMG 11988;No; #4501bc;16;#905484;#000000;#000000;1;10
S0742_J15_LINEAR_1;;R-42874;No; #fae380;0;#f000ee;#000000;#000000;1;10
S0742_N21_LINEAR_1;;R-34116;No; #80ddfb;32;#fea7dc;#000000;#000000;1;10
S0743_N4_LINEAR_1;;R-46486;No; #16569b;34;#0640ce;#000000;#000000;1;10
S0743_B5_LINEAR_1;;LMG 18022;No; #00ffff;17;#8000ff;#000000;#000000;1;10
S0743_A9_LINEAR_1;;R-34116;No; #80ddfb;32;#fea7dc;#000000;#000000;1;10
S0743_F7_LINEAR_1;;LMG 11988;No; #4501bc;16;#905484;#000000;#000000;1;10
S0743_F8_LINEAR_1;;LMG 11988;No; #4501bc;16;#905484;#000000;#000000;1;10
S0743_M4_LINEAR_1;;R-46486;No; #16569b;34;#0640ce;#000000;#000000;1;10
S0743_N17_LINEAR_1;;LMG 6906T;No; #00ff80;12;#fe4a81;#000000;#000000;1;10
S0743_N18_LINEAR_1;;LMG 6906T;No; #00ff80;12;#fe4a81;#000000;#000000;1;10
S0742_H9_LINEAR_1;;LMG 11437;No; #ff00ff;27;#11b415;#000000;#000000;1;10
S0742_H12_LINEAR_1;;LMG 11438;No; #0080ff;11;#86cf01;#000000;#000000;1;10
S0743_D16_LINEAR_1;;LMG 6906T;No; #00ff80;12;#fe4a81;#000000;#000000;1;10
S0743_D15_LINEAR_1;;LMG 6906T;No; #00ff80;12;#fe4a81;#000000;#000000;1;10
S0743_B10_LINEAR_1;;R-34116;No; #80ddfb;32;#fea7dc;#000000;#000000;1;10
S0742_J16_LINEAR_1;;R-42874;No; #fae380;0;#f000ee;#000000;#000000;1;10
S0743_H5_LINEAR_1;;R-34116;No; #80ddfb;32;#fea7dc;#000000;#000000;1;10
S0742_I15_LINEAR_1;;R-42874;No; #fae380;0;#f000ee;#000000;#000000;1;10
S0743_F1_LINEAR_1;;LMG 11438;No; #0080ff;11;#86cf01;#000000;#000000;1;10
S0743_L21_LINEAR_1;;R-34116;No; #80ddfb;32;#fea7dc;#000000;#000000;1;10
S0742_O4_LINEAR_1;;R-42874;No; #fae380;0;#f000ee;#000000;#000000;1;10
S0742_L13_LINEAR_1;;LMG 6906T;No; #00ff80;12;#fe4a81;#000000;#000000;1;10
S0743_O9_LINEAR_1;;LMG 11495;No; #ff8000;9;#ffff00;#000000;#000000;1;10
S0743_O16_LINEAR_1;;LMG 11988;No; #4501bc;16;#905484;#000000;#000000;1;10
S0743_F11_LINEAR_1;;LMG 11998;No; #fc82c8;14;#14cd6a;#000000;#000000;1;10
S0742_D17_LINEAR_1;;LMG 18022;No; #00ffff;17;#8000ff;#000000;#000000;1;10
S0742_I8_LINEAR_1;;R-34116;No; #80ddfb;32;#fea7dc;#000000;#000000;1;10
S0743_C4_LINEAR_1;;R-47325;No; #916e0a;5;#4c7c38;#000000;#000000;1;10
S0743_A10_LINEAR_1;;R-34116;No; #80ddfb;32;#fea7dc;#000000;#000000;1;10
S0743_E7_LINEAR_1;;LMG 11988;No; #4501bc;16;#905484;#000000;#000000;1;10
S0742_L14_LINEAR_1;;LMG 6906T;No; #00ff80;12;#fe4a81;#000000;#000000;1;10
S0743_L3_LINEAR_1;;LMG 11998;No; #fc82c8;14;#14cd6a;#000000;#000000;1;10
S0743_C16_LINEAR_1;;LMG 6906T;No; #00ff80;12;#fe4a81;#000000;#000000;1;10
S0743_O15_LINEAR_1;;LMG 11988;No; #4501bc;16;#905484;#000000;#000000;1;10
S0743_E12_LINEAR_1;;LMG 11998;No; #fc82c8;14;#14cd6a;#000000;#000000;1;10
S0743_O10_LINEAR_1;;LMG 11495;No; #ff8000;9;#ffff00;#000000;#000000;1;10
S0743_P10_LINEAR_1;;LMG 11495;No; #ff8000;9;#ffff00;#000000;#000000;1;10
S0742_I3_LINEAR_1;;LMG 18022;No; #00ffff;17;#8000ff;#000000;#000000;1;10
S0743_J3_LINEAR_1;;LMG 7761;No; #8955f3;15;#80ffff;#000000;#000000;1;10
S0743_M17_LINEAR_1;;LMG 6906T;No; #00ff80;12;#fe4a81;#000000;#000000;1;10
S0742_I4_LINEAR_1;;LMG 18022;No; #00ffff;17;#8000ff;#000000;#000000;1;10
S0743_B18_LINEAR_1;;R-42874;No; #fae380;0;#f000ee;#000000;#000000;1;10
S0743_C15_LINEAR_1;;LMG 6906T;No; #00ff80;12;#fe4a81;#000000;#000000;1;10
S0743_J4_LINEAR_1;;LMG 7761;No; #8955f3;15;#80ffff;#000000;#000000;1;10
S0742_I7_LINEAR_1;;R-34116;No; #80ddfb;32;#fea7dc;#000000;#000000;1;10
S0742_H11_LINEAR_1;;LMG 11438;No; #0080ff;11;#86cf01;#000000;#000000;1;10
S0742_K14_LINEAR_1;;LMG 6906T;No; #00ff80;12;#fe4a81;#000000;#000000;1;10
S0743_A4_LINEAR_1;;LMG 16322;No; #0d7a2f;18;#5455f8;#000000;#000000;1;10
S0743_E2_LINEAR_1;;LMG 11438;No; #0080ff;11;#86cf01;#000000;#000000;1;10
S0742_D18_LINEAR_1;;LMG 18022;No; #00ffff;17;#8000ff;#000000;#000000;1;10
S0742_L23_LINEAR_1;;LMG 11437;No; #ff00ff;27;#11b415;#000000;#000000;1;10
S0743_F5_LINEAR_1;;LMG 11969;No; #80bf80;4;#390ca8;#000000;#000000;1;10
S0743_K4_LINEAR_1;;LMG 11998;No; #fc82c8;14;#14cd6a;#000000;#000000;1;10
S0743_K21_LINEAR_1;;R-34116;No; #80ddfb;32;#fea7dc;#000000;#000000;1;10
S0742_C18_LINEAR_1;;LMG 18022;No; #00ffff;17;#8000ff;#000000;#000000;1;10
S0743_P16_LINEAR_1;;LMG 11988;No; #4501bc;16;#905484;#000000;#000000;1;10
S0743_L4_LINEAR_1;;LMG 11998;No; #fc82c8;14;#14cd6a;#000000;#000000;1;10
S0743_E11_LINEAR_1;;LMG 11998;No; #fc82c8;14;#14cd6a;#000000;#000000;1;10
S0743_K3_LINEAR_1;;LMG 11998;No; #fc82c8;14;#14cd6a;#000000;#000000;1;10
S0742_K13_LINEAR_1;;LMG 6906T;No; #00ff80;12;#fe4a81;#000000;#000000;1;10
S0742_G10_LINEAR_1;;LMG 11437;No; #ff00ff;27;#11b415;#000000;#000000;1;10
S0742_B8_LINEAR_1;;LMG 7761;No; #8955f3;33;#8e4d0e;#000000;#000000;1;10
S0742_C17_LINEAR_1;;LMG 18022;No; #00ffff;17;#8000ff;#000000;#000000;1;10
S0743_N13_LINEAR_1;;R-49154;No; #15ae8c;20;#6dada4;#000000;#000000;1;10
S0743_K22_LINEAR_1;;R-34116;No; #80ddfb;32;#fea7dc;#000000;#000000;1;10
S0743_E5_LINEAR_1;;LMG 11969;No; #80bf80;33;#8e4d0e;#000000;#000000;1;10
S0742_N1_LINEAR_1;;LMG 11438;No; #0080ff;11;#86cf01;#000000;#000000;1;10
S0743_D12_LINEAR_1;;R-49154;No; #15ae8c;20;#6dada4;#000000;#000000;1;10
S0742_L21_LINEAR_1;;LMG 11434;No;#00ff00;24;#a9079b;#000000;#000000;1;10
S0742_B20_LINEAR_1;;LMG 11438;No; #0080ff;11;#86cf01;#000000;#000000;1;10
S0743_M13_LINEAR_1;;R-49154;No; #15ae8c;20;#6dada4;#000000;#000000;1;10
S0742_G15_LINEAR_1;;LMG 11969;No; #80bf80;33;#8e4d0e;#000000;#000000;1;10
S0742_C22_LINEAR_1;;R-34116;No; #80ddfb;32;#fea7dc;#000000;#000000;1;10
S0742_B7_LINEAR_1;;LMG 7761;No; #8955f3;33;#8e4d0e;#000000;#000000;1;10
S0742_L22_LINEAR_1;;LMG 11434;No;#00ff00;24;#a9079b;#000000;#000000;1;10
S0743_I16_LINEAR_1;;LMG 11438;No; #0080ff;11;#86cf01;#000000;#000000;1;10
S0743_D11_LINEAR_1;;R-49154;No; #15ae8c;20;#6dada4;#000000;#000000;1;10
S0743_C11_LINEAR_1;;R-49154;No; #15ae8c;20;#6dada4;#000000;#000000;1;10
S0743_J20_LINEAR_1;;LMG 11969;No; #80bf80;33;#8e4d0e;#000000;#000000;1;10
S0743_J19_LINEAR_1;;LMG 11969;No; #80bf80;33;#8e4d0e;#000000;#000000;1;10
S0742_M22_LINEAR_1;;R-34116;No; #80ddfb;32;#fea7dc;#000000;#000000;1;10
S0743_G6_LINEAR_1;;R-34116;No; #80ddfb;32;#fea7dc;#000000;#000000;1;10
S0743_G5_LINEAR_1;;R-34116;No; #80ddfb;32;#fea7dc;#000000;#000000;1;10
S0743_J16_LINEAR_1;;LMG 11438;No; #0080ff;11;#86cf01;#000000;#000000;1;10
S0742_B19_LINEAR_1;;LMG 11438;No; #0080ff;11;#86cf01;#000000;#000000;1;10
S0743_I4_LINEAR_1;;LMG 7761;No; #8955f3;15;#80ffff;#000000;#000000;1;10
S0743_J8_LINEAR_1;;LMG 11434;No;#00ff00;24;#a9079b;#000000;#000000;1;10
S0743_I19_LINEAR_1;;LMG 11969;No; #80bf80;33;#8e4d0e;#000000;#000000;1;10
S0742_K21_LINEAR_1;;LMG 11434;No;#00ff00;24;#a9079b;#000000;#000000;1;10
S0742_G16_LINEAR_1;;LMG 11969;No; #80bf80;4;#390ca8;#000000;#000000;1;10
S0743_F12_LINEAR_1;;LMG 11998;No; #fc82c8;14;#14cd6a;#000000;#000000;1;10
S0742_D16_LINEAR_1;;LMG 16322;No; #0d7a2f;18;#5455f8;#000000;#000000;1;10
