Centroid Mass	S/N
2024.15	6.19626783373527
2099.73	6.49332013557888
2202.81	11.7159306743181
2239.37	5.10681616112184
2255.06	69.7170498004484
2274.42	6.02572283832108
2305.65	10.6460709825891
2345.34	6.42213601111815
2354.97	5.1967536605022
2512.69	22.9431743477121
2543.14	13.4874524445282
2597.34	3.7465126370396
2678.49	9.10009813436202
2749.47	3.25892682578827
2809.34	3.23399489815742
2840.52	59.9033137457367
2859.21	6.81068650135673
3016.67	7.69890975714571
3034.89	13.1999969360849
3042.2	31.198459272249
3093.05	3.94968005405756
3126.83	6.65633930899989
3143.25	34.6639696445013
3308.83	49.3958238648517
3328.46	1.67349791180966
3463.61	67.7803383052396
3477.55	7.9473302799343
3522.92	23.0357432188767
3660.23	3.10051048477934
3721.2	3.65595768304237
3772.78	78.6861463415395
3792	8.20540474198085
3819.45	59.8838805605658
3832.34	9.67458081240007
3899.46	15.0491946929261
4092.81	8.15562971051487
4208.12	63.4742716119015
4245.68	6.81656601561274
4284.03	3.27600802938023
4412.7	7.22023465750825
4489.8	5.76959336363751
4518.41	97.6660361604907
4556.69	13.2707735702987
4594.5	4.7851598082815
4642.78	10.8661368901735
4692.62	16.0858215138318
4717.97	110.625537041556
4734.9	15.770604971945
4752.52	0.62370099442181
4984.54	3.48654714270772
5001.28	31.2860663526933
5015.36	0.552612105104744
5107.72	3.79747064346458
5172.94	5.99129153255333
5205.02	21.5845212081368
5232.41	3.38480774593769
5242.69	5.73863994611629
5328.82	47.5608581313457
5346.13	5.72282596552141
5362.07	17.0908992732775
5391.26	4.73650768828356
5501.77	7.36424377865109
5625.49	12.9842547529696
5643.27	3.06108177887575
5685.36	169.278602757055
5723.3	20.0998825001704
5761.37	10.5501876184548
5968.99	8.76689078088376
6045.41	5.4394444880376
6055.73	10.425650302297
6073.45	39.5806451199101
6087.5	134.880676464871
6111.19	3.86432605784894
6123.06	13.4412161097544
6541.75	8.75604048562465
6582.46	5.98642695683659
6620.21	143.967458679529
6659.62	14.6213606384733
6697.59	7.06116374729076
6735.68	10.3087966243876
6808.25	3.97594517029339
6886.73	4.10465359548446
6929.3	91.2366268563728
6968.04	8.4845288267376
7005.3	6.24617098624244
7048.23	74.6508208487562
7084.9	8.85488127951501
7122.48	3.79463275819957
7292.38	3.12547076214626
7322.39	4.66321049857936
7474.15	7.5045602850853
7546.49	166.367492610677
7584.45	14.5430942120247
7638.25	80.5300078717539
7662.31	8.47242988266116
7677.27	7.69337770951153
7716.39	4.8684507325465
7737.24	7.29732121348061
7799.95	23.2145356002654
7836.03	3.26593811063471
8010	3.15782531764705
8058.48	7.66408387408262
8184.18	21.0770844046816
8222	3.29145973495986
8491.79	8.9705693681289
8822.93	29.7394058053412
9054.46	50.7426036537515
9092.44	5.3343143398017
9113.27	6.05217781765471
9282.61	19.1776530307666
9383.5	20.5267761037309
9434.15	239.831681307512
9471.07	22.5845347783917
9509.91	11.5984487175139
9531.22	4.75731113737115
9546.98	4.48997438113142
9740.92	4.11032777757367
9999.4	63.5183541755647
10035.51	6.86200252147208
10078.37	4.17011370625344
10212.28	4.92599801611265
10342.25	13.3397026295071
10657.57	65.6789218874558
10695.84	4.85985740524354
11235.95	19.4710324932064
11267.19	3.1225690532311
11533.98	11.999773858312
12242.57	28.0617778954616
12850.41	3.11082174206178
13140.82	8.60479489781795
13469.79	13.8230571314811
14947.41	20.2013492131944
15472.97	18.5163165303139
16128.3	10.0973911797457
16981.65	6.35483719495396
18301.4	3.20397790560987
18866.02	6.18407994453081
