Centroid Mass	S/N
2083.08	8.53305093899039
2137.84	4.8803117302572
2162.84	102.255602253511
2170.77	6.92750229298096
2181.8	8.37133876344079
2224.88	7.08613817108278
2260.72	9.2002488115222
2299.58	3.58263357266205
2385.67	5.45281580916152
2397.7	3.23277515433968
2505.46	4.0398360352124
2582.78	75.2906714124548
2596.75	8.31524226083338
2643.25	3.03547941269457
2652.51	5.53073582647105
2718.72	18.9085646736225
2809.78	16.9217937927844
2837.95	10.7723720889495
2941.75	35.7743969171346
3069.41	14.7132848612725
3112.57	7.18006555733768
3129.49	24.0215245728533
3190.7	5.71231766287102
3212.12	25.2170385714074
3222.87	3.70200744332492
3277.92	4.55872357530859
3341.65	20.0589304732412
3396.06	29.2153345841813
3410.98	3.19174295899912
3475.99	6.4023324957074
3498.36	4.70443628186666
3521.92	5.1876879374635
3559.11	3.1881694867138
3582.88	26.1180836866187
3682.76	6.77521757285962
3702.33	6.66727836317295
3743.36	11.8865790111549
3864.86	3.94584765975393
3884.9	100.859992090119
3898.49	34.327525134824
3959.65	3.67918446994501
4027.89	17.7839881087056
4302.36	3.1098752782946
4334.73	209.222274691625
4349.72	19.3387168462212
4372.87	12.9357316284784
4410.54	4.3250268281324
4543.67	3.04147529131494
4607.12	39.0026960967232
4625.15	3.72039734075566
4671.66	36.6447788575731
4690.46	3.9734470808762
4822.48	32.8757881253137
4836.31	10.8027975756798
4995.11	23.901624712338
5125.22	5.05837141136001
5172.83	101.462991248896
5188.52	10.6766005283574
5216.55	23.8626352588879
5250.84	13.4256727163042
5281.79	3.55591694308632
5297.65	5.24251336188391
5442.83	42.9914720062684
5459.63	4.07777461774219
5480.66	3.65235357389783
5616.24	48.5990381552789
5629.75	6.44787881865085
5754.92	5.74183443979764
5888.03	122.118830660211
5903.32	6.16908719999635
5926.65	10.3292135859851
6262.71	101.62080221385
6300.29	5.03601931339936
6347.05	5.29811076668976
6385.64	21.5356129746535
6427.39	70.6211821303702
6445.66	3.79842402312037
6463.94	5.00407878340812
6515.9	4.11349176126026
6558.84	11.0042419751765
6612.72	7.81112346895548
6686.98	42.4554252626725
6744.5	8.2870001859412
6794.45	64.4740438013617
6839.87	3.11155780423204
7166.13	79.4328062625455
7203.93	3.81675959634949
7238.59	4.32327692981942
7269.3	4.64947588184276
7365.07	12.4291326027655
7686.07	18.2425702499087
7727.73	5.91340398634077
7769.49	156.891822685566
7797.96	47.5193703740226
8057.36	32.1500308448332
8193.39	3.83659920844984
8684.26	31.1009674415968
9188.61	6.81540173048808
9212.29	97.1370776459926
9253.35	5.71906614180198
9342.16	49.2669277597808
9643.77	55.0729823776906
9672.71	25.4708244814329
9988.15	66.0409706583155
10387.93	4.20244019224212
10430.57	72.6091900546978
10497.62	29.1028475007599
10564.89	8.15638940066414
11229.32	114.699691119066
11257.53	9.92703614670024
12398.32	3.31302806219127
12530.98	3.43960103363597
13481.77	6.79460007738925
13693.48	10.1906200622753
14361.42	10.1677314489159
15372.76	29.5256408854417
16389.58	4.97344927295624
17832.49	4.02581748340937
18959.94	4.38243519417663
