Centroid Mass	S/N
2084.59	8.8316079962935
2098.86	13.8812569415922
2159.96	22.9471606408996
2210.37	40.5404100004403
2391.37	13.3800081504157
2434.12	7.65269067141196
2574.24	10.1320007086121
2595.41	230.118316415766
2607.47	17.9080786159827
2628.77	3.73676845989686
2747.98	7.17391412140071
2782.82	3.46426052438923
2882.03	5.30632667115465
2893.21	4.97385977857769
2902.89	11.4753928689907
3064.69	9.60136505531641
3132.12	39.8654520820114
3153.35	52.1105181160316
3167.18	3.88793836737369
3196.01	4.38771104543
3244.89	51.5002652004229
3258.92	5.10346331944607
3317.55	3.72375975084787
3333.92	5.21859652692748
3507.77	5.77674740933379
3591.81	70.9096942985872
3609.99	6.39681223752026
3655.07	56.856817714018
3665.96	8.21307734619324
3698.13	4.74267949411405
3754.19	14.948037404828
3843.48	11.6275711394022
3916.03	8.81625422766739
3986.87	5.69484789169429
4042.07	4.64089378680745
4124.98	29.1072562528995
4219.19	12.2389495804792
4325.05	14.7467322786778
4343.13	22.5446638498928
4429.07	62.1686569363522
4599.64	42.172473950592
4755.13	4.72558476500908
4796.38	29.5248429876578
4858.92	17.9667864585614
4978.53	15.8645975485574
5003.29	30.8867933531314
5153.87	8.76906894007012
5196.82	212.669440948692
5215.97	13.5200359433263
5234.46	6.66581766528544
5263.3	21.4440871715989
5294.97	4.31880497091706
5367.63	3.11138344567973
5550.39	40.6817758185061
5563.81	6.78685992748125
5600.63	14.7549048964606
5614.83	4.52713715598987
5634.73	7.76697639460042
5731.91	3.64788492306561
5754.18	11.0525752186127
5766.41	61.1708660410856
5842.96	5.47926449280156
6267.07	74.286665702046
6294.88	6.20609884906035
6309.93	102.975417742918
6330.28	5.55376585936498
6347.65	3.72275368086359
6492.76	77.030747261951
6518.76	4.57346015288222
6771.53	24.6827860227497
6793.39	8.89535979213472
6820.78	3.74752481640986
6863.93	6.20027197061497
6892.24	19.0602671231511
6919.83	9.59445610606334
6944.31	3.68685611356841
6964.87	9.95251649798412
6992.6	17.4562761772539
7020.39	8.58121120392213
7064.96	7.01605266934715
7093.69	11.2993409895521
7119.27	5.88779059522352
7150.52	3.80389062055218
7185.05	91.3865432841843
7205.97	5.33698794483193
7222.08	9.59354840213076
7311.84	85.7272489554273
7333.75	21.5409772971692
7365.47	4.97498008003322
7390.73	6.266013499899
7433.2	6.52847139644262
7461.85	7.50689088889963
7487.27	3.50716766704337
7550.61	5.38928569443267
7686.41	5.91504252903369
7733.9	70.6931991194595
7830.15	3.30041527063386
7976.92	8.70678270422098
8084.05	5.62174051364027
8203.94	3.12991420526939
8248.69	66.3330072445293
8270.25	6.08582257325557
8290.12	1.05727733113981
8394.13	9.71985007477996
8419.36	4.7070618511023
8438.53	33.2551395185736
8649.94	77.0800761364643
8686.17	36.2754631248363
8711.84	5.05315262315366
8838.1	24.2383963980493
9198.66	118.548039705732
9222.34	9.42024716694475
9260.67	3.0728450029631
9508.99	10.1238026072503
9591.57	54.2287316228962
9716.57	54.8552695674699
9739.05	5.66424021849389
9893.33	3.76608793246012
9954.82	33.3536887802926
10005.1	77.526631539832
10029.81	4.00190599113503
10154.78	6.44707903107231
10190.22	3.06784720286854
10523.66	87.1597884132498
10548.03	5.17780204296451
10588.06	16.494169658723
10726.32	3.03116457960217
11099.41	57.0009098568436
11126.45	14.8748886926614
11198.72	19.0144879708537
11226.89	6.25004467125178
11266.18	10.5460133990166
11488.1	3.4012268117296
11509.5	12.5418219515273
11529.89	77.1751296288908
11599.37	3.91391747636746
11830.77	6.31437805638598
12205.79	18.2149359837772
12232.05	6.65081984664994
12469.7	14.3871282068171
12574.99	4.1414165589263
12760.06	16.0122245141138
12798.74	3.20695860625593
13033.16	3.25476992488558
13144.09	18.5147123591789
13203.01	3.61770161219195
13508.44	35.6458390148563
13544.93	7.20697248591993
13885.66	13.0555782178569
14515.68	3.47777954726751
14992.8	4.38907438315902
15210.22	4.51882392906735
15418.59	57.8791370555334
15947.56	4.7795726252665
16791.2	30.7347031037026
17534.31	4.47410550232532
17798.74	4.04303671979882
18469.23	3.62367155175163
18801.98	4.04100094268205
19037.75	4.15060715856816
19308.07	3.01916443309446
19453.91	8.87575731827432
19605.64	3.41291598976476
