MZgrid Int
2001.40	344
2001.82	393
2002.24	378
2002.67	318
2003.09	299
2003.51	303
2003.94	360
2004.36	419
2004.78	391
2005.21	371
2005.63	355
2006.05	314
2006.48	322
2006.90	358
2007.33	367
2007.75	353
2008.17	365
2008.60	393
2009.02	355
2009.45	331
2009.87	335
2010.30	355
2010.72	358
2011.14	328
2011.57	351
2011.99	380
2012.42	364
2012.84	316
2013.27	290
2013.69	306
2014.12	302
2014.54	296
2014.96	327
2015.39	341
2015.81	323
2016.24	318
2016.66	311
2017.09	305
2017.51	306
2017.94	332
2018.36	343
2018.79	335
2019.21	343
2019.64	361
2020.06	381
2020.49	382
2020.92	372
2021.34	346
2021.77	319
2022.19	338
2022.62	395
2023.04	381
2023.47	362
2023.89	387
2024.32	364
2024.75	323
2025.17	299
2025.60	294
2026.02	301
2026.45	320
2026.88	355
2027.30	336
2027.73	308
2028.15	333
2028.58	343
2029.01	338
2029.43	335
2029.86	303
2030.28	286
2030.71	320
2031.14	377
2031.56	405
2031.99	414
2032.42	445
2032.84	439
2033.27	428
2033.70	428
2034.12	411
2034.55	431
2034.98	411
2035.40	376
2035.83	362
2036.26	318
2036.69	317
2037.11	344
2037.54	370
2037.97	418
2038.39	402
2038.82	337
2039.25	327
2039.68	371
2040.10	386
2040.53	365
2040.96	346
2041.39	350
2041.81	344
2042.24	337
2042.67	377
2043.10	383
2043.52	343
2043.95	321
2044.38	333
2044.81	355
2045.23	369
2045.66	380
2046.09	377
2046.52	378
2046.95	382
2047.38	357
2047.80	352
2048.23	363
2048.66	362
2049.09	372
2049.52	381
2049.94	380
2050.37	382
2050.80	377
2051.23	375
2051.66	352
2052.09	331
2052.52	333
2052.94	347
2053.37	358
2053.80	343
2054.23	325
2054.66	332
2055.09	366
2055.52	431
2055.95	492
2056.38	485
2056.81	440
2057.23	425
2057.66	417
2058.09	409
2058.52	419
2058.95	408
2059.38	383
2059.81	382
2060.24	412
2060.67	393
2061.10	354
2061.53	349
2061.96	358
2062.39	391
2062.82	415
2063.25	420
2063.68	423
2064.11	400
2064.54	379
2064.97	384
2065.40	389
2065.83	372
2066.26	339
2066.69	332
2067.12	346
2067.55	381
2067.98	413
2068.41	422
2068.84	387
2069.27	319
2069.70	310
2070.13	359
2070.56	381
2070.99	369
2071.42	359
2071.85	336
2072.28	332
2072.71	356
2073.15	365
2073.58	378
2074.01	359
2074.44	300
2074.87	299
2075.30	339
2075.73	342
2076.16	354
2076.59	377
2077.02	379
2077.46	368
2077.89	377
2078.32	427
2078.75	465
2079.18	482
2079.61	576
2080.04	772
2080.48	888
2080.91	796
2081.34	627
2081.77	505
2082.20	438
2082.64	441
2083.07	469
2083.50	506
2083.93	473
2084.36	379
2084.79	372
2085.23	363
2085.66	365
2086.09	400
2086.52	388
2086.96	367
2087.39	406
2087.82	465
2088.25	462
2088.69	420
2089.12	391
2089.55	392
2089.98	421
2090.42	449
2090.85	413
2091.28	358
2091.71	355
2092.15	354
2092.58	327
2093.01	318
2093.45	347
2093.88	408
2094.31	490
2094.74	589
2095.18	663
2095.61	703
2096.04	667
2096.48	551
2096.91	503
2097.34	486
2097.78	421
2098.21	374
2098.64	398
2099.08	426
2099.51	388
2099.94	373
2100.38	375
2100.81	356
2101.25	410
2101.68	454
2102.11	428
2102.55	412
2102.98	411
2103.42	379
2103.85	377
2104.28	366
2104.72	333
2105.15	316
2105.59	317
2106.02	354
2106.45	371
2106.89	356
2107.32	344
2107.76	367
2108.19	387
2108.63	350
2109.06	329
2109.50	361
2109.93	388
2110.36	379
2110.80	375
2111.23	378
2111.67	369
2112.10	416
2112.54	460
2112.97	415
2113.41	354
2113.84	330
2114.28	328
2114.71	300
2115.15	264
2115.58	278
2116.02	312
2116.46	336
2116.89	328
2117.33	290
2117.76	273
2118.20	308
2118.63	341
2119.07	340
2119.50	338
2119.94	333
2120.38	324
2120.81	359
2121.25	378
2121.68	349
2122.12	358
2122.55	375
2122.99	381
2123.43	381
2123.86	345
2124.30	297
2124.73	297
2125.17	353
2125.61	370
2126.04	325
2126.48	313
2126.92	382
2127.35	422
2127.79	375
2128.23	308
2128.66	283
2129.10	283
2129.54	298
2129.97	311
2130.41	306
2130.85	329
2131.28	366
2131.72	408
2132.16	407
2132.59	380
2133.03	381
2133.47	364
2133.90	365
2134.34	384
2134.78	387
2135.22	384
2135.65	373
2136.09	380
2136.53	384
2136.97	342
2137.40	321
2137.84	317
2138.28	303
2138.72	314
2139.15	327
