MZgrid Int
2001.40	1628
2001.82	1605
2002.24	1516
2002.67	1456
2003.09	1508
2003.51	1540
2003.94	1481
2004.36	1424
2004.78	1400
2005.21	1424
2005.63	1472
2006.05	1471
2006.48	1457
2006.90	1475
2007.33	1438
2007.75	1428
2008.17	1474
2008.60	1474
2009.02	1463
2009.45	1476
2009.87	1473
2010.30	1461
2010.72	1438
2011.14	1438
2011.57	1417
2011.99	1468
2012.42	1476
2012.84	1458
2013.27	1463
2013.69	1449
2014.12	1475
2014.54	1496
2014.96	1473
2015.39	1412
2015.81	1404
2016.24	1470
2016.66	1450
2017.09	1443
2017.51	1415
2017.94	1399
2018.36	1398
2018.79	1409
2019.21	1397
2019.64	1375
2020.06	1417
2020.49	1425
2020.92	1416
2021.34	1385
2021.77	1372
2022.19	1392
2022.62	1323
2023.04	1271
2023.47	1285
2023.89	1367
2024.32	1381
2024.75	1344
2025.17	1392
2025.60	1355
2026.02	1341
2026.45	1318
2026.88	1286
2027.30	1366
2027.73	1451
2028.15	1460
2028.58	1411
2029.01	1316
2029.43	1334
2029.86	1306
2030.28	1253
2030.71	1250
2031.14	1369
2031.56	1349
2031.99	1324
2032.42	1416
2032.84	1467
2033.27	1365
2033.70	1325
2034.12	1380
2034.55	1344
2034.98	1324
2035.40	1321
2035.83	1230
2036.26	1253
2036.69	1293
2037.11	1341
2037.54	1349
2037.97	1319
2038.39	1336
2038.82	1338
2039.25	1344
2039.68	1390
2040.10	1421
2040.53	1372
2040.96	1357
2041.39	1294
2041.81	1255
2042.24	1322
2042.67	1344
2043.10	1382
2043.52	1351
2043.95	1291
2044.38	1280
2044.81	1333
2045.23	1378
2045.66	1432
2046.09	1454
2046.52	1362
2046.95	1323
2047.38	1317
2047.80	1281
2048.23	1317
2048.66	1318
2049.09	1310
2049.52	1277
2049.94	1286
2050.37	1317
2050.80	1298
2051.23	1256
2051.66	1191
2052.09	1248
2052.52	1312
2052.94	1223
2053.37	1235
2053.80	1259
2054.23	1278
2054.66	1268
2055.09	1267
2055.52	1305
2055.95	1318
2056.38	1339
2056.81	1307
2057.23	1255
2057.66	1225
2058.09	1221
2058.52	1215
2058.95	1275
2059.38	1375
2059.81	1370
2060.24	1339
2060.67	1279
2061.10	1280
2061.53	1339
2061.96	1324
2062.39	1296
2062.82	1267
2063.25	1310
2063.68	1296
2064.11	1285
2064.54	1343
2064.97	1303
2065.40	1354
2065.83	1301
2066.26	1348
2066.69	1380
2067.12	1353
2067.55	1352
2067.98	1333
2068.41	1351
2068.84	1336
2069.27	1257
2069.70	1265
2070.13	1321
2070.56	1295
2070.99	1200
2071.42	1233
2071.85	1198
2072.28	1276
2072.71	1317
2073.15	1235
2073.58	1253
2074.01	1287
2074.44	1318
2074.87	1296
2075.30	1249
2075.73	1277
2076.16	1300
2076.59	1262
2077.02	1230
2077.46	1297
2077.89	1309
2078.32	1328
2078.75	1301
2079.18	1242
2079.61	1285
2080.04	1352
2080.48	1405
2080.91	1369
2081.34	1381
2081.77	1303
2082.20	1256
2082.64	1330
2083.07	1295
2083.50	1331
2083.93	1333
2084.36	1350
2084.79	1435
2085.23	1565
2085.66	1564
2086.09	1485
2086.52	1438
2086.96	1348
2087.39	1287
2087.82	1301
2088.25	1256
2088.69	1260
2089.12	1265
2089.55	1307
2089.98	1285
2090.42	1281
2090.85	1337
2091.28	1302
2091.71	1310
2092.15	1305
2092.58	1284
2093.01	1276
2093.45	1244
2093.88	1357
2094.31	1514
2094.74	1731
2095.18	1904
2095.61	1857
2096.04	1668
2096.48	1501
2096.91	1444
2097.34	1369
2097.78	1337
2098.21	1348
2098.64	1310
2099.08	1283
2099.51	1380
2099.94	1460
2100.38	1486
2100.81	1508
2101.25	1443
2101.68	1448
2102.11	1408
2102.55	1416
2102.98	1417
2103.42	1363
2103.85	1355
2104.28	1348
2104.72	1366
2105.15	1353
2105.59	1320
2106.02	1298
2106.45	1319
2106.89	1346
2107.32	1296
2107.76	1206
2108.19	1161
2108.63	1213
2109.06	1241
2109.50	1278
2109.93	1287
2110.36	1289
2110.80	1365
2111.23	1342
2111.67	1220
2112.10	1243
2112.54	1258
2112.97	1268
2113.41	1326
2113.84	1308
2114.28	1240
2114.71	1274
2115.15	1395
2115.58	1461
2116.02	1377
2116.46	1294
2116.89	1271
2117.33	1275
2117.76	1316
2118.20	1312
2118.63	1284
2119.07	1331
2119.50	1369
2119.94	1357
2120.38	1297
2120.81	1302
2121.25	1373
2121.68	1345
2122.12	1335
2122.55	1302
2122.99	1278
2123.43	1306
2123.86	1311
2124.30	1298
2124.73	1303
2125.17	1308
2125.61	1321
2126.04	1281
2126.48	1192
2126.92	1255
2127.35	1278
2127.79	1384
2128.23	1381
2128.66	1282
2129.10	1324
2129.54	1323
2129.97	1287
2130.41	1248
2130.85	1284
2131.28	1341
2131.72	1373
2132.16	1318
2132.59	1269
2133.03	1301
2133.47	1305
2133.90	1279
2134.34	1294
2134.78	1338
2135.22	1368
2135.65	1345
2136.09	1247
2136.53	1302
2136.97	1379
2137.40	1319
2137.84	1284
2138.28	1301
2138.72	1263
2139.15	1271
2139.59	1358
2140.03	1396
2140.47	1310
2140.90	1281
2141.34	1391
2141.78	1381
2142.22	1266
2142.66	1295
2143.09	1355
2143.53	1425
2143.97	1428
2144.41	1337
2144.85	1356
2145.29	1392
2145.72	1438
2146.16	1378
2146.60	1348
2147.04	1413
2147.48	1363
2147.92	1297
2148.36	1281
2148.79	1278
2149.23	1358
2149.67	1382
2150.11	1316
2150.55	1308
2150.99	1346
2151.43	1292
2151.87	1257
2152.30	1285
2152.74	1324
2153.18	1344
2153.62	1319
2154.06	1294
2154.50	1229
2154.94	1275
2155.38	1359
2155.82	1309
2156.26	1273
2156.70	1327
2157.14	1353
2157.58	1306
2158.02	1277
2158.46	1278
2158.89	1342
2159.33	1343
2159.77	1345
2160.21	1418
2160.65	1499
2161.09	1496
2161.53	1434
2161.97	1381
2162.41	1417
2162.85	1442
2163.29	1451
2163.73	1429
2164.17	1424
2164.61	1454
2165.06	1374
2165.50	1447
2165.94	1491
2166.38	1473
2166.82	1545
2167.26	1474
2167.70	1330
2168.14	1375
2168.58	1374
2169.02	1356
2169.46	1340
2169.90	1361
2170.34	1349
2170.78	1303
2171.22	1365
2171.67	1350
2172.11	1411
2172.55	1430
2172.99	1367
2173.43	1368
2173.87	1407
2174.31	1508
2174.75	1474
2175.19	1415
2175.64	1361
2176.08	1413
2176.52	1383
2176.96	1376
2177.40	1381
2177.84	1302
2178.29	1318
2178.73	1339
2179.17	1311
2179.61	1297
2180.05	1338
2180.49	1324
2180.94	1368
2181.38	1340
2181.82	1333
2182.26	1308
2182.70	1355
2183.15	1378
2183.59	1385
2184.03	1444
2184.47	1458
2184.92	1524
2185.36	1460
2185.80	1432
2186.24	1392
2186.69	1406
2187.13	1427
2187.57	1373
2188.01	1360
2188.46	1428
2188.90	1534
2189.34	1558
2189.78	1447
2190.23	1519
2190.67	1518
2191.11	1446
2191.56	1400
2192.00	1501
2192.44	1593
2192.89	1543
2193.33	1541
2193.77	1488
2194.21	1467
2194.66	1480
2195.10	1524
2195.54	1518
2195.99	1563
2196.43	1598
2196.88	1591
2197.32	1538
2197.76	1503
2198.21	1594
2198.65	1586
2199.09	1605
2199.54	1657
2199.98	1727
2200.43	1725
2200.87	1744
2201.31	1790
2201.76	1906
2202.20	1913
2202.65	1834
2203.09	1802
2203.53	1815
2203.98	1842
2204.42	1882
2204.87	2194
2205.31	2746
2205.76	3724
2206.20	5014
2206.64	6046
2207.09	6821
2207.53	6730
2207.98	6032
2208.42	5224
2208.87	4362
2209.31	4148
2209.76	4270
2210.20	4344
2210.65	4175
2211.09	3635
2211.54	2985
2211.98	2475
2212.43	2111
2212.87	2062
2213.32	2061
2213.76	2125
2214.21	2373
2214.65	2576
2215.10	2645
2215.54	2514
2215.99	2274
2216.44	2142
2216.88	2145
2217.33	2171
2217.77	2277
2218.22	2321
2218.66	2324
2219.11	2265
2219.56	2170
2220.00	1972
2220.45	1890
2220.89	2005
2221.34	2013
2221.79	1956
2222.23	1987
2222.68	1964
2223.12	2020
2223.57	1968
2224.02	1900
2224.46	1879
2224.91	1867
2225.36	1869
2225.80	1879
2226.25	1847
2226.69	1840
2227.14	1784
2227.59	1736
2228.03	1770
2228.48	1823
2228.93	1788
2229.38	1756
2229.82	1683
2230.27	1685
2230.72	1672
2231.16	1626
2231.61	1600
2232.06	1552
2232.50	1582
2232.95	1597
2233.40	1592
2233.85	1591
2234.29	1635
2234.74	1649
2235.19	1598
2235.64	1557
2236.08	1562
2236.53	1693
2236.98	1702
