Centroid Mass	S/N
2011.02	6.26001720888374
2168.89	4.76871018956045
2181.69	3.05079221141094
2220.31	35.0295244361358
2238.63	7.1963055186783
2258.83	4.43372546618866
2353.36	4.48476502642871
2363.01	10.6398271691938
2400.89	5.21454081304505
2584.69	43.6824240120528
2604.46	9.44958704390922
2645.2	3.305111784744
2701	9.03148333002395
2982.02	5.01034312882191
3022.49	41.1874445845579
3041.78	7.62603114991459
3057.47	5.8555282376406
3101.61	10.095431425243
3142.35	6.16237312889797
3258.6	36.3818012043252
3278.09	4.80465789347343
3391.3	4.60043406322157
3500.26	10.1404214223652
3533.41	18.9189555952384
3548.62	69.2298108269533
3567.83	11.7380355099093
3585.96	4.47754017384956
3614.38	21.7877810692253
3634.91	5.78890990468929
3970.74	20.6318722454027
3988.07	3.81866806373952
4055.97	62.6439886270276
4074.7	13.1539600129412
4095.89	4.80483508707399
4449.49	101.219519980889
4465.94	9.57324398565271
4488.14	25.7220180841408
4526.31	7.78454315736672
4562.73	3.89758713093518
4587.73	10.8379279124079
4715.06	36.1458909341417
4733.96	7.05912526604488
4752.23	3.05926101666723
4940.29	20.7686605308983
4958.96	3.18450693827363
5135.4	14.2520600974546
5176.24	103.970806884086
5191.94	14.0430157004041
5213.82	12.2709928565629
5228.9	11.2020547830515
5250.17	5.0000326165331
5431	13.6681083203506
5673.33	4.67396518177688
5711.24	3.67312529889096
6008.86	5.29299640671787
6048.63	124.95840369721
6065.61	16.9487033218359
6087.05	27.2688622162213
6107.04	5.11603593149585
6124.84	11.6585358046575
6147.13	3.00205551010713
6162.76	4.78189619182544
6207.51	27.5574811118
6245.68	6.12306754545651
6482.52	3.03231443687932
6520	84.5350316581656
6535.33	5.52263822238284
6557.59	19.5754625679494
6594.51	8.97788799760234
6650.87	6.4026096168524
6784.61	6.28383825644608
7002.02	17.9930071589998
7068.87	32.51312146409
7100.01	144.548778590334
7138.44	25.3043729691877
7159.3	4.5114671553696
7176.17	8.26601208165998
7214	5.63802686320459
7230.94	32.3512249485243
7246.28	6.50200736168817
7273.77	10.948562273166
7289.15	5.3534357488488
7309.42	3.95245201549503
7500.5	9.09119906999427
7941.63	26.4481521576493
7978.89	4.60807473142016
8016.24	3.61771812450979
8110.85	88.9431461167442
8139.09	3.88276097800553
8148.51	10.3116573663488
8189.69	7.03746124267629
8930	8.61593302143164
8950.65	64.4038920789984
8965.03	7.95616372693126
9027.17	3.20644834273951
9160.29	5.685172617239
9175.74	21.3860518410886
9428.54	85.7161097893288
9468.23	13.9044786921624
9506.16	9.12597162603189
9545.09	4.23508330119439
9580.39	0.798759710633494
9878.3	47.0347939564498
9917.05	5.99111281779796
9953.03	3.46772014995083
10269.19	13.3895177001737
10361.82	20.529364278265
10456.81	29.2419925423487
10495.71	4.3714309752541
10858.96	24.7512754104993
11589.8	4.09256713552168
12446.25	3.21553029966071
13352.14	7.33266153323222
14996.91	17.1025492020241
