peak_location;start_window;end_window
5238.49;5187.84;5288.7
5239.18;5188.53;5289.39
5239.86;5189.21;5290.08
5240.55;5189.89;5290.77
5241.24;5190.58;5291.45
5241.92;5191.26;5292.14
5242.61;5191.94;5292.83
5243.3;5192.63;5293.52
5243.98;5193.31;5294.21
5244.67;5193.99;5294.9
5245.36;5194.67;5295.59
5246.04;5195.36;5296.28
5246.73;5196.72;5296.97
5247.41;5196.72;5297.66
5248.1;5198.09;5298.35
5248.79;5198.77;5299.04
5249.48;5199.46;5299.73
5250.16;5200.14;5300.42
5250.85;5200.83;5301.11
5251.54;5201.51;5301.8
5252.22;5202.19;5302.49
5252.91;5202.88;5303.18
5253.6;5203.56;5303.87
5254.28;5204.24;5304.56
5254.97;5204.93;5305.26
5255.66;5205.61;5305.95
5256.35;5206.3;5306.64
5257.03;5206.98;5307.33
5257.72;5207.66;5308.02
5258.41;5208.35;5308.71
5259.1;5209.03;5309.4
5259.78;5209.72;5310.09
5260.47;5210.4;5310.78
5261.16;5211.08;5311.47
5261.85;5211.77;5312.16
5262.53;5212.45;5312.85
5263.22;5213.14;5313.54
5263.91;5213.82;5314.24
5264.6;5214.51;5314.93
5265.28;5215.19;5315.62
5265.97;5215.88;5316.31
5266.66;5216.56;5317
5267.35;5217.24;5317.69
5268.04;5217.93;5318.38
5268.72;5218.61;5319.07
5269.41;5219.3;5319.77
5270.1;5219.98;5320.46
5270.79;5220.67;5321.15
5271.48;5221.35;5321.84
5272.16;5222.04;5322.53
5272.85;5222.72;5323.22
5273.54;5223.41;5323.91
5274.23;5224.09;5324.61
5274.92;5224.78;5325.3
5275.61;5225.46;5325.99
5276.3;5226.15;5326.68
5276.98;5226.83;5327.37
5277.67;5227.52;5328.07
5278.36;5228.21;5328.76
5279.05;5228.89;5329.45
5279.74;5229.58;5330.14
5280.43;5230.26;5330.83
5281.12;5230.95;5331.53
5281.81;5231.63;5332.22
5282.49;5232.32;5332.91
5283.18;5233;5333.6
5283.87;5233.69;5334.29
5284.56;5234.38;5334.99
5285.25;5235.06;5335.68
5285.94;5235.75;5336.37
5286.63;5236.43;5337.06
5287.32;5237.12;5337.76
5288.01;5237.81;5338.45
5288.7;5238.49;5339.14
5289.39;5239.18;5339.84
5290.08;5239.86;5340.53
5290.77;5240.55;5341.22
5291.45;5241.24;5341.91
5292.14;5241.92;5342.61
5292.83;5242.61;5343.3
5293.52;5243.3;5343.99
5294.21;5243.98;5344.69
5294.9;5244.67;5345.38
5295.59;5245.36;5346.07
5296.28;5246.04;5346.76
5296.97;5246.73;5347.46
5297.66;5247.41;5348.15
5298.35;5248.1;5348.84
5299.04;5248.79;5349.54
5299.73;5249.48;5350.23
5300.42;5250.16;5350.92
5301.11;5250.85;5351.62
5301.8;5251.54;5352.31
5302.49;5252.22;5353.01
5303.18;5252.91;5353.7
5303.87;5253.6;5354.39
5304.56;5254.28;5355.09
5305.26;5254.97;5355.78
5305.95;5255.66;5356.47
5306.64;5256.35;5357.17
5307.33;5257.03;5357.86
5308.02;5257.72;5358.56
5308.71;5258.41;5359.25
5309.4;5259.1;5359.94
5310.09;5259.78;5360.64
5310.78;5260.47;5361.33
5311.47;5261.16;5362.03
5312.16;5261.85;5362.72
5312.85;5262.53;5363.41
5313.54;5263.22;5364.11
5314.24;5263.91;5364.8
5314.93;5264.6;5365.5
5315.62;5265.28;5366.19
5316.31;5265.97;5366.89
5317;5266.66;5367.58
5317.69;5267.35;5368.28
5318.38;5268.04;5368.97
5319.07;5268.72;5369.66
5319.77;5269.41;5370.36
5320.46;5270.1;5371.05
5321.15;5270.79;5371.75
5321.84;5271.48;5372.44
5322.53;5272.16;5373.14
5323.22;5272.85;5373.83
5323.91;5273.54;5374.53
5324.61;5274.23;5375.22
5325.3;5274.92;5375.92
5325.99;5275.61;5376.61
5326.68;5276.3;5377.31
5327.37;5276.98;5378
5328.07;5277.67;5378.7
5328.76;5278.36;5379.39
5329.45;5279.05;5380.09
5330.14;5279.74;5380.78
5330.83;5280.43;5381.48
5331.53;5281.12;5382.18
5332.22;5281.81;5382.87
5332.91;5282.49;5383.57
5333.6;5283.18;5384.26
5334.29;5283.87;5384.96
5334.99;5284.56;5385.65
5335.68;5285.25;5386.35
5336.37;5285.94;5387.05
5337.06;5286.63;5387.74
5337.76;5287.32;5388.44
5338.45;5288.01;5389.13
5339.14;5288.7;5389.83
5339.84;5289.39;5390.52
5340.53;5290.08;5391.22
5341.22;5290.77;5391.92
5341.91;5291.45;5391.92
5342.61;5292.14;5393.31
5343.3;5292.83;5393.31
5343.99;5293.52;5394.01
5344.69;5294.21;5394.7
5345.38;5294.9;5395.4
5346.07;5295.59;5396.09
5346.76;5296.28;5396.79
5347.46;5296.97;5397.49
5348.15;5297.66;5398.18
5348.84;5298.35;5398.88
5349.54;5299.04;5399.58
5350.23;5299.73;5400.27
5350.92;5300.42;5400.97
5351.62;5301.11;5401.67
5352.31;5301.8;5402.36
5353.01;5302.49;5403.06
5353.7;5303.18;5403.76
5354.39;5303.87;5404.45
5355.09;5304.56;5405.15
5355.78;5305.26;5405.85
5356.47;5305.95;5406.55
5357.17;5306.64;5407.24
5357.86;5307.33;5407.94
5358.56;5308.02;5408.64
5359.25;5308.71;5409.33
5359.94;5309.4;5410.03
5360.64;5310.09;5410.73
5361.33;5310.78;5411.43
5362.03;5311.47;5412.12
5362.72;5312.16;5412.82
5363.41;5312.85;5413.52
5364.11;5313.54;5414.22
5364.8;5314.24;5414.91
5365.5;5314.93;5415.61
5366.19;5315.62;5416.31
5366.89;5316.31;5417.01
5367.58;5317;5417.7
5368.28;5317.69;5418.4
5368.97;5318.38;5419.1
5369.66;5319.07;5419.8
5370.36;5319.77;5420.5
5371.05;5320.46;5421.19
5371.75;5321.15;5421.89
5372.44;5321.84;5422.59
5373.14;5322.53;5423.29
5373.83;5323.22;5423.99
5374.53;5323.91;5424.68
5375.22;5324.61;5425.38
5375.92;5325.3;5426.08
5376.61;5325.99;5426.78
5377.31;5326.68;5427.48
5378;5327.37;5428.18
5378.7;5328.07;5428.87
5379.39;5328.76;5429.57
5380.09;5329.45;5430.27
5380.78;5330.14;5430.97
5381.48;5330.83;5431.67
5382.18;5331.53;5432.37
5382.87;5332.22;5433.07
5383.57;5332.91;5433.77
5384.26;5333.6;5434.46
5384.96;5334.29;5435.16
5385.65;5334.99;5435.86
5386.35;5335.68;5436.56
5387.05;5336.37;5437.26
5387.74;5337.06;5437.96
5388.44;5337.76;5438.66
5389.13;5338.45;5439.36
5389.83;5339.14;5440.06
5390.52;5339.84;5440.76
5391.22;5340.53;5441.45
5391.92;5341.91;5442.15
5392.61;5341.91;5442.85
5393.31;5343.3;5443.55
5394.01;5343.99;5444.25
5394.7;5344.69;5444.95
5395.4;5345.38;5445.65
5396.09;5346.07;5446.35
5396.79;5346.76;5447.05
5397.49;5347.46;5447.75
5398.18;5348.15;5448.45
5398.88;5348.84;5449.15
5399.58;5349.54;5449.85
5400.27;5350.23;5450.55
5400.97;5350.92;5451.25
5401.67;5351.62;5451.95
5402.36;5352.31;5452.65
5403.06;5353.01;5453.35
5403.76;5353.7;5454.05
5404.45;5354.39;5454.75
5405.15;5355.09;5455.45
5405.85;5355.78;5456.15
5406.55;5356.47;5456.85
5407.24;5357.17;5457.55
5407.94;5357.86;5458.25
5408.64;5358.56;5458.95
5409.33;5359.25;5459.65
5410.03;5359.94;5460.35
5410.73;5360.64;5461.05
5411.43;5361.33;5461.75
5412.12;5362.03;5462.45
5412.82;5362.72;5463.16
5413.52;5363.41;5463.86
5414.22;5364.11;5464.56
5414.91;5364.8;5465.26
5415.61;5365.5;5465.96
5416.31;5366.19;5466.66
5417.01;5366.89;5467.36
5417.7;5367.58;5468.06
5418.4;5368.28;5468.76
5419.1;5368.97;5469.46
5419.8;5369.66;5470.17
5420.5;5370.36;5470.87
5421.19;5371.05;5471.57
5421.89;5371.75;5472.27
5422.59;5372.44;5472.97
5423.29;5373.14;5473.67
5423.99;5373.83;5474.37
5424.68;5374.53;5475.07
5425.38;5375.22;5475.78
5426.08;5375.92;5476.48
5426.78;5376.61;5477.18
5427.48;5377.31;5477.88
5428.18;5378;5478.58
5428.87;5378.7;5479.28
5429.57;5379.39;5479.99
5430.27;5380.09;5480.69
5430.97;5380.78;5481.39
5431.67;5381.48;5482.09
5432.37;5382.18;5482.79
5433.07;5382.87;5483.5
5433.77;5383.57;5484.2
5434.46;5384.26;5484.9
5435.16;5384.96;5485.6
5435.86;5385.65;5486.3
5436.56;5386.35;5487.01
5437.26;5387.05;5487.71
5437.96;5387.74;5488.41
5438.66;5388.44;5489.11
5439.36;5389.13;5489.82
5440.06;5389.83;5490.52
5440.76;5390.52;5491.22
5441.45;5391.22;5491.92
5442.15;5391.92;5492.63
5442.85;5392.61;5493.33
5443.55;5393.31;5494.03
5444.25;5394.01;5494.73
5444.95;5394.7;5495.44
5445.65;5395.4;5496.14
5446.35;5396.09;5496.84
5447.05;5396.79;5497.55
5447.75;5397.49;5498.25
5448.45;5398.18;5498.95
5449.15;5398.88;5499.65
5449.85;5399.58;5500.36
5450.55;5400.27;5501.06
5451.25;5400.97;5501.76
5451.95;5401.67;5502.47
5452.65;5402.36;5503.17
5453.35;5403.06;5503.87
5454.05;5403.76;5504.58
5454.75;5404.45;5505.28
5455.45;5405.15;5505.98
5456.15;5405.85;5506.69
5456.85;5406.55;5507.39
5457.55;5407.24;5508.09
5458.25;5407.94;5508.8
5458.95;5408.64;5509.5
5459.65;5409.33;5510.21
5460.35;5410.03;5510.91
5461.05;5410.73;5511.61
5461.75;5411.43;5512.32
5462.45;5412.12;5513.02
5463.16;5412.82;5513.72
5463.86;5413.52;5514.43
5464.56;5414.22;5515.13
5465.26;5414.91;5515.84
5465.96;5415.61;5516.54
5466.66;5416.31;5517.25
5467.36;5417.01;5517.95
5468.06;5417.7;5518.65
5468.76;5418.4;5519.36
5469.46;5419.1;5520.06
5470.17;5419.8;5520.77
5470.87;5420.5;5521.47
5471.57;5421.19;5522.18
5472.27;5421.89;5522.88
5472.97;5422.59;5523.58
5473.67;5423.29;5524.29
5474.37;5423.99;5524.99
5475.07;5424.68;5525.7
5475.78;5425.38;5526.4
5476.48;5426.08;5527.11
5477.18;5426.78;5527.81
5477.88;5427.48;5528.52
5478.58;5428.18;5529.22
5479.28;5428.87;5529.93
5479.99;5429.57;5530.63
5480.69;5430.27;5531.34
5481.39;5430.97;5532.04
5482.09;5431.67;5532.75
5482.79;5432.37;5533.45
5483.5;5433.07;5534.16
5484.2;5433.77;5534.86
5484.9;5434.46;5535.57
5485.6;5435.16;5536.27
5486.3;5435.86;5536.98
5487.01;5436.56;5537.69
5487.71;5437.26;5538.39
5488.41;5437.96;5539.1
5489.11;5438.66;5539.8
5489.82;5439.36;5540.51
5490.52;5440.06;5541.21
5491.22;5440.76;5541.92
5491.92;5441.45;5542.63
5492.63;5442.15;5543.33
5493.33;5442.85;5544.04
5494.03;5443.55;5544.04
5494.73;5444.25;5544.74
5495.44;5444.95;5545.45
5496.14;5445.65;5546.16
5496.84;5446.35;5546.86
5497.55;5447.05;5547.57
5498.25;5447.75;5548.27
5498.95;5448.45;5548.98
5499.65;5449.15;5549.69
5500.36;5449.85;5550.39
5501.06;5450.55;5551.1
5501.76;5451.25;5551.8
5502.47;5451.95;5552.51
5503.17;5452.65;5553.22
5503.87;5453.35;5553.92
5504.58;5454.05;5554.63
5505.28;5454.75;5555.34
5505.98;5455.45;5556.04
5506.69;5456.15;5556.75
5507.39;5456.85;5557.46
5508.09;5457.55;5558.16
5508.8;5458.25;5558.87
5509.5;5458.95;5559.58
5510.21;5459.65;5560.29
5510.91;5460.35;5560.99
5511.61;5461.05;5561.7
5512.32;5461.75;5562.41
5513.02;5462.45;5563.11
5513.72;5463.16;5563.82
5514.43;5463.86;5564.53
5515.13;5464.56;5565.23
5515.84;5465.26;5565.94
5516.54;5465.96;5566.65
5517.25;5466.66;5567.36
5517.95;5467.36;5568.06
5518.65;5468.06;5568.77
5519.36;5468.76;5569.48
5520.06;5469.46;5570.19
5520.77;5470.17;5570.89
5521.47;5470.87;5571.6
5522.18;5471.57;5572.31
5522.88;5472.27;5573.02
5523.58;5472.97;5573.73
5524.29;5473.67;5574.43
5524.99;5474.37;5575.14
5525.7;5475.07;5575.85
5526.4;5475.78;5576.56
5527.11;5476.48;5577.27
5527.81;5477.18;5577.97
5528.52;5477.88;5578.68
5529.22;5478.58;5579.39
5529.93;5479.28;5580.1
5530.63;5479.99;5580.81
5531.34;5480.69;5581.51
5532.04;5481.39;5582.22
5532.75;5482.09;5582.93
5533.45;5482.79;5583.64
5534.16;5483.5;5584.35
5534.86;5484.2;5585.06
5535.57;5484.9;5585.76
5536.27;5485.6;5586.47
5536.98;5486.3;5587.18
5537.69;5487.01;5587.89
5538.39;5487.71;5588.6
5539.1;5488.41;5589.31
5539.8;5489.11;5590.02
5540.51;5489.82;5590.73
5541.21;5490.52;5591.43
5541.92;5491.22;5592.14
5542.63;5491.92;5592.85
5543.33;5492.63;5593.56
5544.04;5494.03;5594.27
5544.74;5494.73;5594.98
5545.45;5495.44;5595.69
5546.16;5496.14;5596.4
5546.86;5496.84;5597.11
5547.57;5497.55;5597.82
5548.27;5498.25;5598.53
5548.98;5498.95;5599.24
5549.69;5499.65;5599.95
5550.39;5500.36;5600.65
5551.1;5501.06;5601.36
5551.8;5501.76;5602.07
5552.51;5502.47;5602.78
5553.22;5503.17;5603.49
5553.92;5503.87;5604.2
5554.63;5504.58;5604.91
5555.34;5505.28;5605.62
5556.04;5505.98;5606.33
5556.75;5506.69;5607.04
5557.46;5507.39;5607.75
5558.16;5508.09;5608.46
5558.87;5508.8;5609.17
5559.58;5509.5;5609.88
5560.29;5510.21;5610.59
5560.99;5510.91;5611.3
5561.7;5511.61;5612.01
5562.41;5512.32;5612.72
5563.11;5513.02;5613.43
5563.82;5513.72;5614.14
5564.53;5514.43;5614.85
5565.23;5515.13;5615.56
5565.94;5515.84;5616.28
5566.65;5516.54;5616.99
5567.36;5517.25;5617.7
5568.06;5517.95;5618.41
5568.77;5518.65;5619.12
5569.48;5519.36;5619.83
5570.19;5520.06;5620.54
5570.89;5520.77;5621.25
5571.6;5521.47;5621.96
5572.31;5522.18;5622.67
5573.02;5522.88;5623.38
5573.73;5523.58;5624.09
5574.43;5524.29;5624.8
5575.14;5524.99;5625.52
5575.85;5525.7;5626.23
5576.56;5526.4;5626.94
5577.27;5527.11;5627.65
5577.97;5527.81;5628.36
5578.68;5528.52;5629.07
5579.39;5529.22;5629.78
5580.1;5529.93;5630.49
5580.81;5530.63;5631.21
5581.51;5531.34;5631.92
5582.22;5532.04;5632.63
5582.93;5532.75;5633.34
5583.64;5533.45;5634.05
5584.35;5534.16;5634.76
5585.06;5534.86;5635.48
5585.76;5535.57;5636.19
5586.47;5536.27;5636.9
5587.18;5536.98;5637.61
5587.89;5537.69;5638.32
5588.6;5538.39;5639.04
5589.31;5539.1;5639.75
5590.02;5539.8;5640.46
5590.73;5540.51;5641.17
5591.43;5541.21;5641.88
5592.14;5541.92;5642.6
5592.85;5542.63;5643.31
5593.56;5543.33;5644.02
5594.27;5544.04;5644.73
5594.98;5544.74;5645.44
5595.69;5545.45;5646.16
5596.4;5546.16;5646.87
5597.11;5546.86;5647.58
5597.82;5547.57;5648.29
5598.53;5548.27;5649.01
5599.24;5548.98;5649.72
5599.95;5549.69;5650.43
5600.65;5550.39;5651.15
5601.36;5551.1;5651.86
5602.07;5551.8;5652.57
5602.78;5552.51;5653.28
5603.49;5553.22;5654
5604.2;5553.92;5654.71
5604.91;5554.63;5655.42
5605.62;5555.34;5656.14
5606.33;5556.04;5656.85
5607.04;5556.75;5657.56
5607.75;5557.46;5658.27
5608.46;5558.16;5658.99
5609.17;5558.87;5659.7
5609.88;5559.58;5660.41
5610.59;5560.29;5661.13
5611.3;5560.99;5661.84
5612.01;5561.7;5662.55
5612.72;5562.41;5663.27
5613.43;5563.11;5663.98
5614.14;5563.82;5664.7
5614.85;5564.53;5665.41
5615.56;5565.23;5666.12
5616.28;5565.94;5666.84
5616.99;5566.65;5667.55
5617.7;5567.36;5668.26
5618.41;5568.06;5668.98
5619.12;5568.77;5669.69
5619.83;5569.48;5670.41
5620.54;5570.19;5671.12
5621.25;5570.89;5671.83
5621.96;5571.6;5672.55
5622.67;5572.31;5673.26
5623.38;5573.02;5673.98
5624.09;5573.73;5674.69
5624.8;5574.43;5675.4
5625.52;5575.14;5676.12
5626.23;5575.85;5676.83
5626.94;5576.56;5677.55
5627.65;5577.27;5678.26
5628.36;5577.97;5678.98
5629.07;5578.68;5679.69
5629.78;5579.39;5680.41
5630.49;5580.1;5681.12
5631.21;5580.81;5681.83
5631.92;5581.51;5682.55
5632.63;5582.22;5683.26
5633.34;5582.93;5683.98
5634.05;5583.64;5684.69
5634.76;5584.35;5685.41
5635.48;5585.06;5686.12
5636.19;5585.76;5686.84
5636.9;5586.47;5687.55
5637.61;5587.18;5688.27
5638.32;5587.89;5688.98
5639.04;5588.6;5689.7
5639.75;5589.31;5690.41
5640.46;5590.02;5691.13
5641.17;5590.73;5691.84
5641.88;5591.43;5692.56
5642.6;5592.14;5693.28
5643.31;5592.85;5693.99
5644.02;5593.56;5694.71
5644.73;5594.27;5695.42
5645.44;5594.98;5696.14
5646.16;5595.69;5696.85
5646.87;5596.4;5697.57
5647.58;5597.11;5698.28
5648.29;5597.82;5699
5649.01;5598.53;5699.72
5649.72;5599.24;5700.43
5650.43;5599.95;5701.15
5651.15;5600.65;5701.86
5651.86;5601.36;5702.58
5652.57;5602.07;5702.58
5653.28;5602.78;5703.3
5654;5603.49;5704.01
5654.71;5604.2;5704.73
5655.42;5604.91;5705.44
5656.14;5605.62;5706.16
5656.85;5606.33;5706.88
5657.56;5607.04;5707.59
5658.27;5607.75;5708.31
5658.99;5608.46;5709.02
5659.7;5609.17;5709.74
5660.41;5609.88;5710.46
5661.13;5610.59;5711.17
5661.84;5611.3;5711.89
5662.55;5612.01;5712.61
5663.27;5612.72;5713.32
5663.98;5613.43;5714.04
5664.7;5614.14;5714.76
5665.41;5614.85;5715.47
5666.12;5615.56;5716.19
5666.84;5616.28;5716.91
5667.55;5616.99;5717.62
5668.26;5617.7;5718.34
5668.98;5618.41;5719.06
5669.69;5619.12;5719.78
5670.41;5619.83;5720.49
5671.12;5620.54;5721.21
5671.83;5621.25;5721.93
5672.55;5621.96;5722.64
5673.26;5622.67;5723.36
5673.98;5623.38;5724.08
5674.69;5624.09;5724.8
5675.4;5624.8;5725.51
5676.12;5625.52;5726.23
5676.83;5626.23;5726.95
5677.55;5626.94;5727.67
5678.26;5627.65;5728.38
5678.98;5628.36;5729.1
5679.69;5629.07;5729.82
5680.41;5629.78;5730.54
5681.12;5630.49;5731.25
5681.83;5631.21;5731.97
5682.55;5631.92;5732.69
5683.26;5632.63;5733.41
5683.98;5633.34;5734.13
5684.69;5634.05;5734.84
5685.41;5634.76;5735.56
5686.12;5635.48;5736.28
5686.84;5636.19;5737
5687.55;5636.9;5737.72
5688.27;5637.61;5738.43
5688.98;5638.32;5739.15
5689.7;5639.04;5739.87
5690.41;5639.75;5740.59
5691.13;5640.46;5741.31
5691.84;5641.17;5742.03
5692.56;5641.88;5742.75
5693.28;5642.6;5743.46
5693.99;5643.31;5744.18
5694.71;5644.02;5744.9
5695.42;5644.73;5745.62
5696.14;5645.44;5746.34
5696.85;5646.16;5747.06
5697.57;5646.87;5747.78
5698.28;5647.58;5748.49
5699;5648.29;5749.21
5699.72;5649.01;5749.93
5700.43;5649.72;5750.65
5701.15;5650.43;5751.37
5701.86;5651.15;5752.09
5702.58;5652.57;5752.81
5703.3;5653.28;5753.53
5704.01;5654;5754.25
5704.73;5654.71;5754.97
5705.44;5655.42;5755.69
5706.16;5656.14;5756.41
5706.88;5656.85;5757.12
5707.59;5657.56;5757.84
5708.31;5658.27;5758.56
5709.02;5658.99;5759.28
5709.74;5659.7;5760
5710.46;5660.41;5760.72
5711.17;5661.13;5761.44
5711.89;5661.84;5762.16
5712.61;5662.55;5762.88
5713.32;5663.27;5763.6
5714.04;5663.98;5764.32
5714.76;5664.7;5765.04
5715.47;5665.41;5765.76
5716.19;5666.12;5766.48
5716.91;5666.84;5767.2
5717.62;5667.55;5767.92
5718.34;5668.26;5768.64
5719.06;5668.98;5769.36
5719.78;5669.69;5770.08
5720.49;5670.41;5770.8
5721.21;5671.12;5771.52
5721.93;5671.83;5772.24
5722.64;5672.55;5772.96
5723.36;5673.26;5773.68
5724.08;5673.98;5774.4
5724.8;5674.69;5775.12
5725.51;5675.4;5775.84
5726.23;5676.12;5776.57
5726.95;5676.83;5777.29
5727.67;5677.55;5778.01
5728.38;5678.26;5778.73
5729.1;5678.98;5779.45
5729.82;5679.69;5780.17
5730.54;5680.41;5780.89
5731.25;5681.12;5781.61
5731.97;5681.83;5782.33
5732.69;5682.55;5783.05
5733.41;5683.26;5783.77
5734.13;5683.98;5784.5
5734.84;5684.69;5785.22
5735.56;5685.41;5785.94
5736.28;5686.12;5786.66
5737;5686.84;5787.38
5737.72;5687.55;5788.1
5738.43;5688.27;5788.82
5739.15;5688.98;5789.54
5739.87;5689.7;5790.27
5740.59;5690.41;5790.99
5741.31;5691.13;5791.71
5742.03;5691.84;5792.43
5742.75;5692.56;5793.15
5743.46;5693.28;5793.87
5744.18;5693.99;5794.6
5744.9;5694.71;5795.32
5745.62;5695.42;5796.04
5746.34;5696.14;5796.76
5747.06;5696.85;5797.48
5747.78;5697.57;5798.2
5748.49;5698.28;5798.93
5749.21;5699;5799.65
5749.93;5699.72;5800.37
5750.65;5700.43;5801.09
5751.37;5701.15;5801.82
5752.09;5701.86;5802.54
5752.81;5702.58;5803.26
5753.53;5703.3;5803.98
5754.25;5704.01;5804.7
5754.97;5704.73;5805.43
5755.69;5705.44;5806.15
5756.41;5706.16;5806.87
5757.12;5706.88;5807.59
5757.84;5707.59;5808.32
5758.56;5708.31;5809.04
5759.28;5709.02;5809.76
5760;5709.74;5810.49
5760.72;5710.46;5811.21
5761.44;5711.17;5811.93
5762.16;5711.89;5812.65
5762.88;5712.61;5813.38
5763.6;5713.32;5814.1
5764.32;5714.04;5814.82
5765.04;5714.76;5815.55
5765.76;5715.47;5816.27
5766.48;5716.19;5816.99
5767.2;5716.91;5817.72
5767.92;5717.62;5818.44
5768.64;5718.34;5819.16
5769.36;5719.06;5819.88
5770.08;5719.78;5820.61
5770.8;5720.49;5821.33
5771.52;5721.21;5822.06
5772.24;5721.93;5822.78
5772.96;5722.64;5823.5
5773.68;5723.36;5824.23
5774.4;5724.08;5824.95
5775.12;5724.8;5825.67
5775.84;5725.51;5826.4
5776.57;5726.23;5827.12
5777.29;5726.95;5827.84
5778.01;5727.67;5828.57
5778.73;5728.38;5829.29
5779.45;5729.1;5830.02
5780.17;5729.82;5830.74
5780.89;5730.54;5831.46
5781.61;5731.25;5832.19
5782.33;5731.97;5832.91
5783.05;5732.69;5833.64
5783.77;5733.41;5834.36
5784.5;5734.13;5835.09
5785.22;5734.84;5835.81
5785.94;5735.56;5836.53
5786.66;5736.28;5837.26
5787.38;5737;5837.98
5788.1;5737.72;5838.71
5788.82;5738.43;5839.43
5789.54;5739.15;5840.16
5790.27;5739.87;5840.88
5790.99;5740.59;5841.61
5791.71;5741.31;5842.33
5792.43;5742.03;5843.06
5793.15;5742.75;5843.78
5793.87;5743.46;5844.5
5794.6;5744.18;5845.23
5795.32;5744.9;5845.95
5796.04;5745.62;5846.68
5796.76;5746.34;5847.4
5797.48;5747.06;5848.13
5798.2;5747.78;5848.86
5798.93;5748.49;5849.58
5799.65;5749.21;5850.31
5800.37;5749.93;5851.03
5801.09;5750.65;5851.76
5801.82;5751.37;5852.48
5802.54;5752.09;5853.21
5803.26;5752.81;5853.93
5803.98;5753.53;5854.66
5804.7;5754.25;5855.38
5805.43;5754.97;5856.11
5806.15;5755.69;5856.83
5806.87;5756.41;5857.56
5807.59;5757.12;5858.29
5808.32;5757.84;5859.01
5809.04;5758.56;5859.74
5809.76;5759.28;5860.46
5810.49;5760;5861.19
5811.21;5760.72;5861.92
5811.93;5761.44;5862.64
5812.65;5762.16;5863.37
5813.38;5762.88;5864.09
5814.1;5763.6;5864.82
5814.82;5764.32;5865.55
5815.55;5765.04;5866.27
5816.27;5765.76;5867
5816.99;5766.48;5867
5817.72;5767.2;5868.45
5818.44;5767.92;5868.45
5819.16;5768.64;5869.18
5819.88;5769.36;5869.9
5820.61;5770.08;5870.63
5821.33;5770.8;5871.36
5822.06;5771.52;5872.08
5822.78;5772.24;5872.81
5823.5;5772.96;5873.54
5824.23;5773.68;5874.26
5824.95;5774.4;5874.99
5825.67;5775.12;5875.72
5826.4;5775.84;5876.44
5827.12;5776.57;5877.17
5827.84;5777.29;5877.9
5828.57;5778.01;5878.62
5829.29;5778.73;5879.35
5830.02;5779.45;5880.08
5830.74;5780.17;5880.81
5831.46;5780.89;5881.53
5832.19;5781.61;5882.26
5832.91;5782.33;5882.99
5833.64;5783.05;5883.71
5834.36;5783.77;5884.44
5835.09;5784.5;5885.17
5835.81;5785.22;5885.9
5836.53;5785.94;5886.62
5837.26;5786.66;5887.35
5837.98;5787.38;5888.08
5838.71;5788.1;5888.81
5839.43;5788.82;5889.53
5840.16;5789.54;5890.26
5840.88;5790.27;5890.99
5841.61;5790.99;5891.72
5842.33;5791.71;5892.45
5843.06;5792.43;5893.17
5843.78;5793.15;5893.9
5844.5;5793.87;5894.63
5845.23;5794.6;5895.36
5845.95;5795.32;5896.09
5846.68;5796.04;5896.81
5847.4;5796.76;5897.54
5848.13;5797.48;5898.27
5848.86;5798.2;5899
5849.58;5798.93;5899.73
5850.31;5799.65;5900.46
5851.03;5800.37;5901.18
5851.76;5801.09;5901.91
5852.48;5801.82;5902.64
5853.21;5802.54;5903.37
5853.93;5803.26;5904.1
5854.66;5803.98;5904.83
5855.38;5804.7;5905.55
5856.11;5805.43;5906.28
5856.83;5806.15;5907.01
5857.56;5806.87;5907.74
5858.29;5807.59;5908.47
5859.01;5808.32;5909.2
5859.74;5809.04;5909.93
5860.46;5809.76;5910.66
5861.19;5810.49;5911.39
5861.92;5811.21;5912.11
5862.64;5811.93;5912.84
5863.37;5812.65;5913.57
5864.09;5813.38;5914.3
5864.82;5814.1;5915.03
5865.55;5814.82;5915.76
5866.27;5815.55;5916.49
5867;5816.99;5917.22
5867.72;5816.99;5917.95
5868.45;5818.44;5918.68
5869.18;5819.16;5919.41
5869.9;5819.88;5920.14
5870.63;5820.61;5920.87
5871.36;5821.33;5921.6
5872.08;5822.06;5922.33
5872.81;5822.78;5923.06
5873.54;5823.5;5923.79
5874.26;5824.23;5924.52
5874.99;5824.95;5925.25
5875.72;5825.67;5925.98
5876.44;5826.4;5926.71
5877.17;5827.12;5927.44
5877.9;5827.84;5928.17
5878.62;5828.57;5928.9
5879.35;5829.29;5929.63
5880.08;5830.02;5930.36
5880.81;5830.74;5931.09
5881.53;5831.46;5931.82
5882.26;5832.19;5932.55
5882.99;5832.91;5933.28
5883.71;5833.64;5934.01
5884.44;5834.36;5934.74
5885.17;5835.09;5935.47
5885.9;5835.81;5936.2
5886.62;5836.53;5936.93
5887.35;5837.26;5937.66
5888.08;5837.98;5938.39
5888.81;5838.71;5939.12
5889.53;5839.43;5939.85
5890.26;5840.16;5940.58
5890.99;5840.88;5941.31
5891.72;5841.61;5942.05
5892.45;5842.33;5942.78
5893.17;5843.06;5943.51
5893.9;5843.78;5944.24
5894.63;5844.5;5944.97
5895.36;5845.23;5945.7
5896.09;5845.95;5946.43
5896.81;5846.68;5947.16
5897.54;5847.4;5947.89
5898.27;5848.13;5948.63
5899;5848.86;5949.36
