Centroid Mass	S/N
2057.9	3.58079298403762
2098.43	5.88187154673681
2161.72	18.7387528484944
2187.74	5.17524641458371
2229.53	3.94595373051936
2241.16	22.660423485473
2311.56	3.0427116615139
2353.13	4.84488475379279
2370.14	10.6760350012612
2406.66	3.08635919352687
2477.25	59.4147128108956
2623.44	73.6320854163249
2755.93	6.21482205847315
2866.81	49.1438699898262
2908.5	9.77569390626167
2917.19	32.5401705255899
2989.7	3.16179051841783
3017.71	8.51132204311693
3131.59	24.9694947767723
3151.75	43.8496436253394
3223.9	6.41481279115643
3350.34	43.1580547223492
3441.92	3.67114072978182
3500.48	4.1713095536369
3524.05	3.71278192580675
3549.38	35.1911621685273
3570.28	54.0299433204502
3658.51	8.15061292837393
3701.01	3.49938452129949
3740.28	3.2797752541601
3759.42	8.56974332590007
3868.77	4.01398525146996
3995.84	9.05219853276771
4067.4	6.31470600137353
4079.49	5.37935567366369
4094.62	7.03831818960602
4125.59	56.0091041030847
4204.44	21.7144183261196
4333.15	64.2391625236661
4357.5	5.66852997604414
4506.95	3.70399381710582
4531.15	39.0143331438966
4569.49	6.16189022870129
4620.86	3.59973240205005
4713.41	43.4481777765091
4783.26	3.20272963485718
4799.66	18.5817773835491
4917.87	3.49657378838774
4961.83	115.231912790557
4979.19	4.19389300260922
5028.79	12.276523343474
5036.86	45.3683689683849
5210.49	7.3473658707156
5252.99	135.878825343841
5271.55	5.27514027058944
5290.15	3.18516500207061
5426.11	3.12521182717299
5517.25	30.0394210948634
5563.81	4.65979469580571
5585.75	7.0727988134888
5694.66	9.27678968159518
5710.4	19.8978452491401
5804.62	21.4990648786053
5822.69	51.1809862213127
5837.89	210.282786066448
5853.84	7.97481234260163
5901.08	9.46217295157432
5982.19	6.8479483336141
6010.82	4.30043937707686
6027.73	21.2818516752619
6263.32	4.82742529686396
6309.18	137.800006345001
6453.09	34.7418458126616
6469.09	1.3631847824861
6703.8	159.830545204617
6724.01	5.6697023812255
6744.24	25.0690854454295
6919.83	10.1825131483877
7002.91	11.7516011903214
7100.08	65.2601841114269
7141.7	135.109350764278
7319.14	14.324183574369
7401.33	81.4755162875215
7481.53	44.8271155621381
7677.27	5.8749914276799
7857.04	13.0393586727185
7991.33	19.2985624697705
8135.32	5.69897843800454
8251.28	145.267224916421
8272.84	7.88128360702718
8310	5.63539516416285
8409.78	23.2218905547294
8529.44	7.6151974854082
8717.16	14.2716107802477
8956.28	4.08609175919289
9061.69	104.104401951032
9139.57	23.6245998364843
9424.01	118.820035194313
9531.22	6.45249591186055
9622.28	25.4903755628293
9754.99	6.73195537813691
10055.5	230.833983976821
10071.7	40.2396236237508
10139.48	3.94478651144499
10551.93	3.51256695513889
10834.8	4.82787088735348
10862.5	38.5272203737667
11131.46	4.90807398984064
11391.57	23.8919161955767
11423.02	3.77447324540454
11601.42	11.8497932616809
11690.63	8.1478675448415
12247.82	7.83349456016031
12533.46	3.10069709509871
12636.88	3.91370894392009
12920.54	5.37993708801711
13161.53	7.35385711017597
13399.27	6.28268045113265
13839.76	35.6120142030343
13880.05	0.949910873869736
14767.71	6.69183497339948
14798.94	100.224290831157
14963.7	48.6534949382899
15711.75	22.925666773867
16606.73	4.75434992967548
18333.61	3.38633732138388
