Centroid Mass	S/N
2100	11.7327919261998
2126.52	7.24637032314876
2192.91	4.35880573712192
2245.5	18.3300664312435
2472.45	9.73561588301043
2545.92	76.4314516647297
2566.97	97.3269428301164
2580.9	4.63964437784874
2758.38	3.06300995850131
2788.28	8.34854421383808
2810.31	3.36878128528546
2863.25	9.95994294279608
2998	14.4256257723257
3036.48	11.5023036549905
3094.66	4.79316783230689
3107.84	13.9853044378652
3155.52	47.2226189768287
3195.53	27.3815386375534
3374.04	63.8080650781082
3399.94	5.81925237361547
3516.31	3.56132779755448
3712.71	67.2347071143824
3726.57	7.2492514468412
3819.64	5.73585970970106
3858.37	50.2565194163046
3874.27	4.22388593256727
4052.55	7.61460081430648
4141.07	17.1492087848818
4185.08	50.9155775994253
4256.47	4.72252282398953
4498.39	12.9845869106825
4558.32	51.5451724059386
4573.69	1.20614218707005
4603.21	4.94852559845029
4664.48	112.997862599325
4679.38	12.4146319079884
4719.65	11.1229509848531
4944.92	7.51990538359282
5063.58	13.5098163802377
5080.46	3.99615463236761
5098.03	130.824104801372
5140.76	93.2451771591608
5178.2	3.68380153622889
5273.43	9.66256607568245
5558.72	46.2232079477
5625.36	5.20454788410975
5731.08	41.6643472222693
5782.87	8.72300049468762
5950.62	8.93828404779114
6001.19	26.9040622118066
6080.04	14.1660054018744
6142.31	4.15357977064773
6194.44	8.9540383176372
6255.79	4.09579054987659
6300.11	7.09900652552468
6314.42	115.253182691569
6336.3	5.63464733174994
6352.91	9.09737872021873
6393.79	43.7181010119319
6732.6	6.14737932961176
6749.73	150.776510206486
6766.88	6.8804780829106
6787.19	7.89720636956386
6903.33	16.3375184602675
7022.85	3.13092232233471
7161.05	5.36422273515204
7188.37	7.54668186907003
7425.97	90.5604435964865
7451.34	5.42674376338102
7717.4	80.4894783124423
8264.47	5.55537730131957
8283.46	30.2941172580512
8353.58	8.66351529086383
8367.46	61.3945045518762
8673.22	10.9796774064534
8997.11	16.1496933490628
9114.55	50.8765177785374
9144.49	4.45263577932836
9287.58	4.70601848171286
9326.97	141.268010059615
9355.41	11.2749414896333
9402.31	3.18432612462211
9435.48	13.5606141271577
9888.14	19.4212465432672
10121.82	30.6911571493611
10203.2	60.0487736928925
10544.69	18.0358277555778
11114.06	47.8816149696016
11154.16	3.30202361313317
11459.26	31.5629077609568
11896.69	17.6528553488345
12154.1	19.4249395520005
12197.1	3.50005661369882
12704.02	3.66260251560834
13160.21	5.52701192388274
13522.59	9.81854578338232
13803.78	19.6137478246772
14034.89	10.2649181694151
14211.2	3.42354923421485
15201.88	5.61323722985388
15917.44	4.03626923054865
17349.46	12.5641571383642
18066.43	5.76203910068444
18420.07	3.31484631759599
