Centroid Mass	S/N
2019.54	5.13561995772893
2038.29	4.47107470834124
2085.97	4.94531023346665
2100.26	7.9462182515278
2122.43	3.23676858528694
2139.02	7.19157679172159
2163.16	4.01105600800094
2180.35	6.01368784802207
2222.07	24.2065935487618
2241.29	3.08209114434568
2254.3	3.35777014622034
2276.82	12.8427920695496
2307.17	3.31947033973744
2335.43	4.6415044318392
2370.77	7.11765198366441
2422.66	3.9557552391008
2487.83	4.19835819104388
2511.01	12.5805813898103
2523.83	3.8059809872281
2590.83	75.9469245002336
2610.13	12.3002323321222
2629.02	9.19898979114099
2640.68	3.30856415633289
2754.22	3.13682623144212
2812.14	3.08627998218974
2866.1	101.659594000579
2885.39	13.7363757954703
3022.74	17.1309205948939
3062.42	26.939630927077
3079.73	5.06303532129603
3153.19	7.60572819876087
3163.3	20.3074861226251
3176.62	4.73022499472276
3251.22	12.8469653531409
3275.02	19.1094430307121
3286.4	6.14336830639651
3360.08	4.21331228096107
3385.93	5.14219097888562
3460.15	7.24520540203117
3531.25	3.03828733948538
3603.07	8.48038809706211
3646.4	5.03965710614667
3668.16	3.85418196934025
3688.84	6.68687944934109
3705.53	6.65971434551513
3726.31	3.96230997807301
3746.57	0.910485653029167
3770.38	87.2038387564506
3784.93	21.7841247436284
3808.85	4.97479452192397
3868.11	3.67694106321861
3929.02	20.7333715416707
3949.82	8.91708541954545
4034.79	16.3375942935268
4054.67	5.45121605429836
4164.57	3.13858647411424
4233.31	3.80176273734387
4260.47	3.79460129880611
4283.38	4.39916697991603
4312.56	3.61043352241598
4371.86	5.03233104071001
4413.3	3.49488695215921
4453.03	66.0995276796142
4478.99	13.8150866604055
4489.77	6.83612516701124
4527.3	11.1243619515409
4560.51	33.3138290878748
4598.98	5.70227867693095
4694.56	3.98211478213974
4747.94	91.254111660371
4766.23	13.8041130279461
4787.19	4.71215519313673
5042.24	10.9791899938728
5082.02	4.5648543891793
5101.62	5.36320767984799
5128.05	5.67550831285288
5149.11	6.81998607908096
5171.58	5.22910259587659
5187.94	235.755887295121
5205.71	13.4917015889481
5226.92	45.5780095711849
5263.3	31.3770363522379
5301.87	7.71016254492753
5320.52	4.00909663263999
5339.89	4.39524951289122
5359.99	3.61849415850129
5693.22	11.2137311148013
5737.65	255.373326542839
5756.33	9.1375631185606
5775.76	35.4915256155734
5813.28	12.5994181636785
5838.6	4.88478373105514
5850.2	4.01597112940371
6129.7	67.488512963325
6167.62	10.7293892459378
6205.64	4.80812451160758
6233.31	4.47486165104626
6276.8	4.05518695417996
6311.4	4.82937481728943
6342.31	4.67722948690292
6504.16	30.507504353907
6553.96	55.5709026760158
6591.63	5.85714576957139
6631.72	4.18248474041119
6682.01	3.84217709565576
6824.61	3.78657612228023
6875.62	5.0567031852906
6910.26	3.38591465372861
7028.22	5.76884237311716
7208.25	24.8436768329293
7247.76	5.44932281224443
7286.57	3.95318983712487
7313.31	3.5598337329871
7338.47	5.45680754748074
7411.78	16.3159165533432
7455.12	4.04254303419135
7541.36	148.777148849637
7580.13	28.2357980400791
7616.51	9.99847044027345
7657.12	5.50820469107398
7860.16	26.6193359445764
7901.42	8.41359550463025
8069.27	46.3320199271545
8109.38	14.2750594367975
8147.01	3.76253783427676
8865.32	3.92300668482213
8957.59	16.5301946294434
8994.45	3.18405250698825
9053.95	3.65099843390482
9135.41	3.39410170774755
9386.57	8.7492294801613
9493.55	157.927006705946
9531.5	20.951914560724
9568.61	10.2815418933856
9608.57	3.31693331063384
10080.41	27.1961568694361
10163.51	8.36955676812809
10295.06	17.7751755773901
10371.3	3.47034722729496
11301.24	3.67295193566672
12300.87	3.4593249555537
12463.67	7.9945620158395
16101.44	3.64698405143112
17725.12	3.41354567112089
