Centroid Mass	S/N
2024.67	4.0972500636884
2099	9.51980814276201
2202.57	6.73317138340564
2254.84	20.0256437291515
2346.08	4.93481934493735
2355.26	8.98040045696113
2543.06	13.3554519635648
2598.26	8.55890918156984
2678.49	4.39564796869236
2840.6	11.9720399903741
2938.83	4.31883425327769
3016.85	10.7287949749553
3041.35	23.2730240020551
3127.59	7.03356274665822
3143.5	55.4545363802297
3156.79	6.90891005836403
3269.52	3.02270144762
3309.17	21.4308853231626
3332.64	5.05702138503126
3464.04	3.35533479324111
3523.39	25.0980816341382
3552.12	6.59248084510869
3659.62	7.00487090387245
3721.2	3.73862775157576
3760.6	4.32406605346166
3773.39	15.9481114185082
3818.92	51.7853851091151
3837.09	8.92735081772001
3857.66	4.69699223571397
3899.55	14.8665925718329
4092.39	7.85425407761627
4207.76	57.1807679980151
4245.34	8.549292117163
4283.71	5.16522401304608
4412.43	10.7974055175755
4518.83	36.4772412129108
4527.75	17.2265910495439
4557.77	4.53069738430972
4642.63	4.921943182876
4692.49	11.5446120573661
4717.84	123.77102317462
4736.74	23.9410449079799
4756.33	7.86637829298336
4871.42	3.43679271946787
5000.63	17.1395169819428
5172.36	7.90443025398269
5205.14	28.7130490615118
5242.14	7.6738098932361
5329.69	25.0954382071159
5349.08	5.84899831814773
5360.88	6.66159591236814
5618.7	5.46468995547398
5685	29.4682168760871
5724.4	4.38532195396255
5768.25	3.70465951972864
5967.3	4.44111261120477
6055.54	4.74113682681839
6074.01	7.32712844797326
6088.06	65.1368710621137
6122.9	16.3052349753482
6163.78	4.33826926130838
6541.78	10.950376636622
6573.28	4.39333484012801
6620.28	48.8280412456082
6659.71	7.10101171022513
6696.93	4.49478851137647
6735.02	7.86300798676074
6780.26	3.96869267812104
6929.52	3.62916046693675
6998.4	3.97953841981149
7049.3	36.5455794857857
7086	5.69129605735231
7146.83	3.09506821110885
7292.78	7.91409976427101
7321.98	11.5327886843118
7336.61	3.26172341397071
7473.81	5.13906964146825
7522.3	7.83862029744175
7546.19	26.0795194965619
7637.98	66.1795888081008
7676.19	10.7143386273434
7714.49	6.4204072054739
7737.01	8.4664481880483
7799.76	23.1955752034593
8049.88	4.11115862058982
8183.3	8.5842357483325
8823.19	18.5050840408974
9054.83	26.1475532107984
9092.83	3.83309797481326
9113.67	4.46640985410282
9284.91	4.95115702328772
9384.02	10.4864620091326
9433.76	173.477477543793
9471.63	23.7691894254011
9508.64	12.4592966485039
9549.43	4.69687846452343
9744.42	3.24806790765355
9998.3	19.9528173674987
10036.34	3.61693408286853
10345.15	14.1673122160002
10385.78	3.48272742321943
10658.68	21.263628443095
11245.4	4.09957184744881
11533.47	5.97827734204035
12240.23	16.8417345593947
13156.22	5.12397383257214
13471.16	5.20759036796992
14950.6	7.86335073679609
15468.13	6.85959744236444
16087.37	3.20647523916826
17963.8	3.06860159947463
18869.82	4.57442145853717
